Zr91(LR),-,,778.9,,45.9,,5.89,,,,,,,,-,,136267.4,,8330.5,,6.11,,,,,,,,-,,378512.8,,1661.1,,0.44,,,,,,,,-,,939063.8,,81524.6,,8.68,,,,,,,,-,,2919818.9,,62330.5,,2.13,,,,,,,,-,,9847962.6,,72839.0,,0.74,,,,,,,,-,,31667317.8,,629606.2,,1.99,,,,,,,,-,,823.0,,0.1,,0.01,,,,,,,,-,,1530441.1,,29083.1,,1.90,,118229.975,ppt,118229.975,ppt,1.47,,-,,2552082.0,,14008.2,,0.55,,179316.189,ppt,179316.189,ppt,0.47,,-,,3130099.6,,44366.2,,1.42,,213877.169,ppt,213877.169,ppt,1.24,,-,,3999654.5,,229753.9,,5.74,,265869.826,ppt,265869.826,ppt,5.17,,-,,652240.8,,6823.6,,1.05,,65720.393,ppt,65720.393,ppt,0.62,,-,,706863.2,,2882.0,,0.41,,68986.389,ppt,68986.389,ppt,0.25,,-,,1167634.2,,2962.0,,0.25,,96536.926,ppt,96536.926,ppt,0.18,,-,,841774.9,,5740.5,,0.68,,77053.064,ppt,77053.064,ppt,0.45,,-,,752.1,,105.1,,13.98,,,,,,,,-,,3940619.2,,47290.3,,1.20,,262344.208,ppt,262344.208,ppt,1.08,,-,,2775197.5,,29925.3,,1.08,,192661.009,ppt,192661.009,ppt,0.93,,-,,1365118.3,,57309.5,,4.20,,108349.187,ppt,108349.187,ppt,3.16,,-,,2694292.0,,137683.4,,5.11,,187823.487,ppt,187823.487,ppt,4.38,,-,,1601831.1,,45450.5,,2.84,,122502.784,ppt,122502.784,ppt,2.22,,-,,1763499.8,,9744.3,,0.55,,132169.321,ppt,132169.321,ppt,0.44,,-,,1048200.4,,40243.3,,3.84,,89399.951,ppt,89399.951,ppt,2.69,,-,,1333567.7,,71011.5,,5.32,,106462.708,ppt,106462.708,ppt,3.99,,-,,670.7,,7.2,,1.08,,,,,,,,-,,568387.8,,9747.1,,1.71,,60715.737,ppt,60715.737,ppt,0.96,,-,,713630.7,,12486.3,,1.75,,69400.142,ppt,69400.142,ppt,1.08,,-,,102217.2,,6379.2,,6.24,,32842.344,ppt,32842.344,ppt,1.16,,-,,6265.1,,425.7,,6.80,,27105.154,ppt,27105.154,ppt,0.09,,-,,2099210.8,,933.7,,0.04,,152247.106,ppt,152247.106,ppt,0.04,,-,,3890386.7,,5265.5,,0.14,,259345.562,ppt,259345.562,ppt,0.12,,-,,2780.0,,142.0,,5.11,,26896.767,ppt,26896.767,ppt,0.03,,-,,1466.0,,14.3,,0.97,,26818.203,ppt,26818.203,ppt,0.00,,
Zr92(LR),-,,711.2,,49.6,,6.97,,,,,,,,-,,215855.1,,12018.6,,5.57,,,,,,,,-,,600935.4,,2744.3,,0.46,,,,,,,,-,,1477951.0,,106896.8,,7.23,,,,,,,,-,,4579516.5,,55603.7,,1.21,,,,,,,,-,,15613791.0,,128480.6,,0.82,,,,,,,,-,,49725808.4,,1492814.4,,3.00,,,,,,,,-,,740.7,,0.2,,0.02,,,,,,,,-,,2419346.5,,23038.6,,0.95,,117990.658,ppt,117990.658,ppt,0.74,,-,,4017716.6,,7894.0,,0.20,,178830.718,ppt,178830.718,ppt,0.17,,-,,4934457.3,,96226.8,,1.95,,213725.365,ppt,213725.365,ppt,1.71,,-,,6245791.9,,295882.2,,4.74,,263639.756,ppt,263639.756,ppt,4.27,,-,,1019418.3,,7035.4,,0.69,,64704.054,ppt,64704.054,ppt,0.41,,-,,1111404.4,,13346.4,,1.20,,68205.397,ppt,68205.397,ppt,0.74,,-,,1839213.9,,7080.5,,0.38,,95908.599,ppt,95908.599,ppt,0.28,,-,,1322249.4,,7647.8,,0.58,,76230.962,ppt,76230.962,ppt,0.38,,-,,710.7,,46.7,,6.57,,,,,,,,-,,6200338.9,,137746.3,,2.22,,261910.785,ppt,261910.785,ppt,2.00,,-,,4353429.3,,88668.8,,2.04,,191610.366,ppt,191610.366,ppt,1.76,,-,,2159782.5,,126075.9,,5.84,,108111.805,ppt,108111.805,ppt,4.44,,-,,4254020.8,,266841.2,,6.27,,187826.496,ppt,187826.496,ppt,5.41,,-,,2534695.2,,27315.2,,1.08,,122382.411,ppt,122382.411,ppt,0.85,,-,,2786416.4,,13658.9,,0.49,,131963.880,ppt,131963.880,ppt,0.39,,-,,1638652.6,,61836.1,,3.77,,88275.613,ppt,88275.613,ppt,2.67,,-,,2091754.8,,69146.2,,3.31,,105522.410,ppt,105522.410,ppt,2.49,,-,,738.1,,7.2,,0.97,,,,,,,,-,,901206.7,,9660.2,,1.07,,60204.571,ppt,60204.571,ppt,0.61,,-,,1126772.0,,29364.2,,2.61,,68790.444,ppt,68790.444,ppt,1.62,,-,,161001.2,,7365.7,,4.57,,32029.527,ppt,32029.527,ppt,0.88,,-,,10857.5,,940.1,,8.66,,26314.487,ppt,26314.487,ppt,0.14,,-,,3304569.4,,8775.2,,0.27,,151685.717,ppt,151685.717,ppt,0.22,,-,,6072704.5,,58444.4,,0.96,,257051.491,ppt,257051.491,ppt,0.87,,-,,7083.0,,444.8,,6.28,,26170.815,ppt,26170.815,ppt,0.06,,-,,3589.9,,143.5,,4.00,,26037.855,ppt,26037.855,ppt,0.02,,
Nb93(LR),-,,2.3,,0.3,,10.88,,,,,,,,-,,45.8,,1.1,,2.32,,,,,,,,-,,75.0,,3.5,,4.71,,,,,,,,-,,160.8,,1.1,,0.66,,,,,,,,-,,448.5,,4.2,,0.95,,,,,,,,-,,1473.0,,35.4,,2.40,,,,,,,,-,,4560.8,,83.6,,1.83,,,,,,,,-,,2.5,,1.2,,47.14,,,,,,,,-,,1023.8,,19.5,,1.90,,7.871,ppt,7.871,ppt,1.84,,-,,1421.2,,23.7,,1.67,,10.831,ppt,10.831,ppt,1.63,,-,,2499.6,,50.6,,2.03,,18.861,ppt,18.861,ppt,2.00,,-,,234.5,,0.0,,0.00,,1.994,ppt,1.994,ppt,0.00,,-,,107.0,,2.8,,2.64,,1.044,ppt,1.044,ppt,2.02,,-,,93.3,,0.4,,0.38,,0.942,ppt,0.942,ppt,0.28,,-,,1342.9,,10.6,,0.79,,10.247,ppt,10.247,ppt,0.77,,-,,149.0,,1.4,,0.95,,1.357,ppt,1.357,ppt,0.78,,-,,1.0,,0.4,,38.57,,,,,,,,-,,1785.8,,38.5,,2.16,,13.556,ppt,13.556,ppt,2.12,,-,,211.0,,7.8,,3.69,,1.830,ppt,1.830,ppt,3.16,,-,,627.5,,23.3,,3.72,,4.932,ppt,4.932,ppt,3.52,,-,,321.8,,18.0,,5.60,,2.655,ppt,2.655,ppt,5.06,,-,,360.3,,12.4,,3.43,,2.942,ppt,2.942,ppt,3.13,,-,,287.0,,17.0,,5.91,,2.396,ppt,2.396,ppt,5.27,,-,,416.8,,5.3,,1.27,,3.362,ppt,3.362,ppt,1.17,,-,,199.0,,8.5,,4.26,,1.741,ppt,1.741,ppt,3.63,,-,,1.4,,1.2,,84.85,,,,,,,,-,,160.0,,15.6,,9.72,,1.447,ppt,1.447,ppt,8.00,,-,,151.0,,13.4,,8.90,,1.380,ppt,1.380,ppt,7.25,,-,,71.0,,1.4,,1.99,,0.785,ppt,0.785,ppt,1.34,,-,,34.5,,7.1,,20.50,,0.513,ppt,0.513,ppt,10.27,,-,,1233.2,,15.6,,1.27,,9.438,ppt,9.438,ppt,1.23,,-,,187.3,,41.4,,22.09,,1.650,ppt,1.650,ppt,18.66,,-,,20.6,,2.3,,11.05,,0.409,ppt,0.409,ppt,4.14,,-,,25.6,,3.0,,11.80,,0.447,ppt,0.447,ppt,5.04,,
La139(LR),-,,0.3,,0.3,,94.28,,,,,,,,-,,29.0,,1.2,,4.15,,,,,,,,-,,48.3,,5.2,,10.83,,,,,,,,-,,74.8,,0.7,,0.95,,,,,,,,-,,187.3,,3.1,,1.66,,,,,,,,-,,618.0,,10.2,,1.65,,,,,,,,-,,1950.3,,56.2,,2.88,,,,,,,,-,,0.2,,0.1,,60.61,,,,,,,,-,,303.6,,5.7,,1.86,,5.584,ppt,5.584,ppt,1.81,,-,,1957.2,,67.0,,3.42,,35.122,ppt,35.122,ppt,3.41,,-,,843.8,,0.6,,0.08,,15.233,ppt,15.233,ppt,0.07,,-,,498.6,,2.1,,0.43,,9.067,ppt,9.067,ppt,0.42,,-,,38.5,,2.5,,6.61,,0.848,ppt,0.848,ppt,5.36,,-,,58.2,,0.7,,1.21,,1.200,ppt,1.200,ppt,1.05,,-,,562.6,,48.1,,8.55,,10.210,ppt,10.210,ppt,8.41,,-,,106.6,,5.2,,4.84,,2.064,ppt,2.064,ppt,4.47,,-,,0.0,,0.0,,,not def.,,,,,,,-,,443.9,,0.4,,0.08,,8.094,ppt,8.094,ppt,0.08,,-,,82.8,,1.2,,1.45,,1.642,ppt,1.642,ppt,1.31,,-,,373.3,,0.2,,0.06,,6.831,ppt,6.831,ppt,0.06,,-,,143.3,,3.8,,2.66,,2.723,ppt,2.723,ppt,2.50,,-,,253.4,,3.4,,1.34,,4.690,ppt,4.690,ppt,1.29,,-,,1599.8,,13.0,,0.81,,28.741,ppt,28.741,ppt,0.81,,-,,219.5,,2.8,,1.29,,4.085,ppt,4.085,ppt,1.24,,-,,49.6,,0.8,,1.71,,1.050,ppt,1.050,ppt,1.44,,-,,0.2,,0.1,,60.61,,,,,,,,-,,63.8,,7.0,,10.96,,1.301,ppt,1.301,ppt,9.61,,-,,586.2,,8.9,,1.52,,10.632,ppt,10.632,ppt,1.50,,-,,33.2,,2.8,,8.52,,0.753,ppt,0.753,ppt,6.71,,-,,79.0,,8.1,,10.30,,1.571,ppt,1.571,ppt,9.25,,-,,1261.2,,2.8,,0.22,,22.689,ppt,22.689,ppt,0.22,,-,,1268.7,,9.8,,0.77,,22.823,ppt,22.823,ppt,0.76,,-,,27.6,,9.0,,32.48,,0.654,ppt,0.654,ppt,24.52,,-,,56.1,,1.6,,2.90,,1.163,ppt,1.163,ppt,2.50,,
Ce140(LR),-,,0.6,,0.9,,141.42,,,,,,,,-,,87.0,,24.0,,27.63,,,,,,,,-,,190.0,,12.7,,6.70,,,,,,,,-,,401.0,,15.6,,3.88,,,,,,,,-,,1028.6,,65.8,,6.39,,,,,,,,-,,3391.1,,92.1,,2.72,,,,,,,,-,,10655.4,,89.2,,0.84,,,,,,,,-,,0.6,,0.9,,141.42,,,,,,,,-,,10002.6,,241.7,,2.42,,164.088,ppt,164.088,ppt,2.40,,-,,6339.8,,60.8,,0.96,,104.502,ppt,104.502,ppt,0.95,,-,,31006.2,,130.6,,0.42,,505.773,ppt,505.773,ppt,0.42,,-,,1132.8,,64.4,,5.69,,19.795,ppt,19.795,ppt,5.29,,-,,482.2,,5.6,,1.17,,9.211,ppt,9.211,ppt,0.99,,-,,198.5,,7.8,,3.92,,4.596,ppt,4.596,ppt,2.75,,-,,12588.6,,4.2,,0.03,,206.157,ppt,206.157,ppt,0.03,,-,,1024.1,,28.4,,2.77,,18.026,ppt,18.026,ppt,2.56,,-,,0.0,,0.0,,,not def.,,,,,,,-,,14936.6,,119.7,,0.80,,244.364,ppt,244.364,ppt,0.80,,-,,630.1,,20.7,,3.29,,11.627,ppt,11.627,ppt,2.90,,-,,15833.7,,20.5,,0.13,,258.958,ppt,258.958,ppt,0.13,,-,,971.5,,6.4,,0.66,,17.181,ppt,17.181,ppt,0.60,,-,,7824.6,,26.9,,0.34,,128.666,ppt,128.666,ppt,0.34,,-,,2866.3,,24.1,,0.84,,48.006,ppt,48.006,ppt,0.82,,-,,6767.6,,7.1,,0.11,,111.471,ppt,111.471,ppt,0.10,,-,,482.6,,9.3,,1.92,,9.229,ppt,9.229,ppt,1.63,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2099.4,,58.8,,2.80,,35.530,ppt,35.530,ppt,2.69,,-,,841.4,,55.9,,6.64,,15.065,ppt,15.065,ppt,6.04,,-,,1263.0,,9.3,,0.74,,21.923,ppt,21.923,ppt,0.69,,-,,142.0,,14.1,,9.96,,3.687,ppt,3.687,ppt,6.24,,-,,15734.9,,214.1,,1.36,,257.351,ppt,257.351,ppt,1.35,,-,,2633.4,,44.6,,1.69,,44.217,ppt,44.217,ppt,1.64,,-,,47.0,,1.4,,3.01,,2.141,ppt,2.141,ppt,1.07,,-,,95.0,,8.5,,8.93,,2.922,ppt,2.922,ppt,4.72,,
Pr141(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,39.5,,14.8,,37.59,,,,,,,,-,,48.1,,8.3,,17.31,,,,,,,,-,,109.5,,12.0,,10.98,,,,,,,,-,,286.0,,29.7,,10.38,,,,,,,,-,,908.0,,29.7,,3.27,,,,,,,,-,,2832.2,,124.6,,4.40,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,727.3,,40.4,,5.56,,9.102,ppt,9.102,ppt,5.45,,-,,1255.5,,61.0,,4.86,,15.585,ppt,15.585,ppt,4.80,,-,,2106.5,,50.3,,2.39,,26.029,ppt,26.029,ppt,2.37,,-,,456.6,,3.5,,0.76,,5.781,ppt,5.781,ppt,0.74,,-,,40.4,,2.2,,5.44,,0.673,ppt,0.673,ppt,4.01,,-,,46.7,,9.4,,20.20,,0.749,ppt,0.749,ppt,15.45,,-,,830.0,,42.5,,5.12,,10.362,ppt,10.362,ppt,5.03,,-,,167.5,,7.8,,4.64,,2.232,ppt,2.232,ppt,4.28,,-,,1.9,,2.7,,141.42,,,,,,,,-,,1160.3,,35.5,,3.06,,14.393,ppt,14.393,ppt,3.02,,-,,172.5,,2.1,,1.23,,2.270,ppt,2.270,ppt,1.15,,-,,606.9,,3.5,,0.58,,7.602,ppt,7.602,ppt,0.57,,-,,83.0,,14.1,,17.04,,1.172,ppt,1.172,ppt,14.81,,-,,275.5,,10.6,,3.85,,3.535,ppt,3.535,ppt,3.68,,-,,436.5,,24.7,,5.66,,5.511,ppt,5.511,ppt,5.50,,-,,306.5,,20.5,,6.69,,3.915,ppt,3.915,ppt,6.43,,-,,32.3,,9.5,,29.45,,0.549,ppt,0.549,ppt,21.23,,-,,1.0,,1.4,,141.42,,,,,,,,-,,104.0,,12.7,,12.24,,1.440,ppt,1.440,ppt,10.84,,-,,154.5,,6.4,,4.12,,2.060,ppt,2.060,ppt,3.79,,-,,66.0,,2.8,,4.29,,0.974,ppt,0.974,ppt,3.56,,-,,36.1,,7.1,,19.83,,0.607,ppt,0.607,ppt,14.47,,-,,1283.6,,92.1,,7.18,,15.918,ppt,15.918,ppt,7.10,,-,,386.1,,5.7,,1.47,,4.902,ppt,4.902,ppt,1.42,,-,,160.3,,26.5,,16.51,,2.131,ppt,2.131,ppt,15.24,,-,,27.5,,3.5,,12.86,,0.502,ppt,0.502,ppt,8.65,,
Nd146(LR),-,,2.1,,0.6,,28.28,,,,,,,,-,,57.7,,6.1,,10.63,,,,,,,,-,,65.0,,4.2,,6.53,,,,,,,,-,,83.0,,7.1,,8.52,,,,,,,,-,,190.0,,1.4,,0.74,,,,,,,,-,,412.6,,7.8,,1.89,,,,,,,,-,,1096.1,,14.2,,1.29,,,,,,,,-,,0.7,,1.0,,141.42,,,,,,,,-,,954.0,,24.0,,2.52,,59.909,ppt,59.909,ppt,2.66,,-,,1174.4,,11.3,,0.96,,74.513,ppt,74.513,ppt,1.00,,-,,2594.8,,18.6,,0.72,,168.639,ppt,168.639,ppt,0.73,,-,,658.7,,34.0,,5.16,,40.339,ppt,40.339,ppt,5.58,,-,,116.0,,11.3,,9.75,,4.377,ppt,4.377,ppt,17.13,,-,,113.0,,2.8,,2.50,,4.178,ppt,4.178,ppt,4.49,,-,,1018.1,,12.7,,1.25,,64.157,ppt,64.157,ppt,1.31,,-,,255.0,,17.0,,6.66,,13.588,ppt,13.588,ppt,8.28,,-,,1.3,,0.1,,9.43,,,,,,,,-,,1556.1,,9.9,,0.64,,99.765,ppt,99.765,ppt,0.66,,-,,366.5,,13.4,,3.67,,20.935,ppt,20.935,ppt,4.25,,-,,744.8,,0.1,,0.01,,46.005,ppt,46.005,ppt,0.01,,-,,195.0,,4.2,,2.18,,9.570,ppt,9.570,ppt,2.94,,-,,449.1,,53.8,,11.98,,26.409,ppt,26.409,ppt,13.50,,-,,423.6,,27.6,,6.51,,24.716,ppt,24.716,ppt,7.39,,-,,886.9,,586.5,,66.13,,55.422,ppt,55.422,ppt,70.13,,-,,129.5,,6.4,,4.91,,5.230,ppt,5.230,ppt,8.06,,-,,0.0,,0.0,,,not def.,,,,,,,-,,183.0,,28.3,,15.46,,8.864,ppt,8.864,ppt,21.15,,-,,167.0,,2.8,,1.69,,7.804,ppt,7.804,ppt,2.40,,-,,140.5,,9.2,,6.54,,6.048,ppt,6.048,ppt,10.07,,-,,86.5,,10.6,,12.26,,2.469,ppt,2.469,ppt,28.47,,-,,1673.8,,53.1,,3.17,,107.653,ppt,107.653,ppt,3.27,,-,,462.6,,54.6,,11.79,,27.394,ppt,27.394,ppt,13.20,,-,,155.1,,79.3,,51.14,,7.014,ppt,7.014,ppt,74.94,,-,,86.0,,1.4,,1.64,,2.436,ppt,2.436,ppt,3.85,,
Sm152(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,14.0,,3.5,,24.96,,,,,,,,-,,23.1,,4.7,,20.46,,,,,,,,-,,82.2,,27.2,,33.05,,,,,,,,-,,269.1,,10.6,,3.94,,,,,,,,-,,832.6,,16.5,,1.98,,,,,,,,-,,2756.7,,100.4,,3.64,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,1199.8,,30.8,,2.57,,46.624,ppt,46.624,ppt,2.48,,-,,621.3,,10.6,,1.71,,24.882,ppt,24.882,ppt,1.60,,-,,3687.4,,56.6,,1.54,,140.120,ppt,140.120,ppt,1.52,,-,,690.5,,42.5,,6.15,,27.484,ppt,27.484,ppt,5.81,,-,,62.3,,17.7,,28.36,,3.870,ppt,3.870,ppt,17.15,,-,,43.5,,4.1,,9.51,,3.164,ppt,3.164,ppt,4.91,,-,,1527.0,,42.5,,2.79,,58.923,ppt,58.923,ppt,2.71,,-,,241.6,,4.6,,1.90,,10.609,ppt,10.609,ppt,1.63,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2259.8,,30.6,,1.35,,86.467,ppt,86.467,ppt,1.33,,-,,501.2,,74.3,,14.82,,20.367,ppt,20.367,ppt,13.71,,-,,910.2,,86.1,,9.46,,35.740,ppt,35.740,ppt,9.06,,-,,111.3,,23.5,,21.12,,5.714,ppt,5.714,ppt,15.47,,-,,435.3,,44.8,,10.28,,17.889,ppt,17.889,ppt,9.40,,-,,199.8,,11.8,,5.89,,9.040,ppt,9.040,ppt,4.89,,-,,592.1,,42.5,,7.18,,23.785,ppt,23.785,ppt,6.72,,-,,46.0,,10.5,,22.79,,3.260,ppt,3.260,ppt,12.09,,-,,0.0,,0.0,,,not def.,,,,,,,-,,118.0,,21.2,,17.94,,5.966,ppt,5.966,ppt,13.34,,-,,39.0,,1.2,,2.99,,2.995,ppt,2.995,ppt,1.46,,-,,94.7,,4.8,,5.08,,5.089,ppt,5.089,ppt,3.55,,-,,2.4,,3.3,,141.42,,1.618,ppt,1.618,ppt,7.74,,-,,2069.6,,52.0,,2.51,,79.314,ppt,79.314,ppt,2.47,,-,,264.1,,8.2,,3.11,,11.458,ppt,11.458,ppt,2.69,,-,,4.1,,2.9,,70.71,,1.685,ppt,1.685,ppt,6.51,,-,,3.9,,2.2,,56.57,,1.677,ppt,1.677,ppt,4.98,,
Eu151(LR),-,,0.8,,1.2,,141.42,,,,,,,,-,,44.6,,4.9,,10.93,,,,,,,,-,,103.0,,2.8,,2.75,,,,,,,,-,,235.5,,6.4,,2.70,,,,,,,,-,,666.1,,34.9,,5.24,,,,,,,,-,,1791.8,,78.7,,4.39,,,,,,,,-,,3554.0,,55.9,,1.57,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,942.0,,82.0,,8.71,,15.222,ppt,15.222,ppt,10.56,,-,,829.5,,53.0,,6.39,,13.017,ppt,13.017,ppt,7.98,,-,,2233.3,,133.2,,5.97,,40.517,ppt,40.517,ppt,6.44,,-,,1088.7,,40.3,,3.71,,18.095,ppt,18.095,ppt,4.37,,-,,278.0,,4.2,,1.53,,2.215,ppt,2.215,ppt,3.75,,-,,269.5,,20.5,,7.61,,2.048,ppt,2.048,ppt,19.61,,-,,802.9,,45.2,,5.63,,12.497,ppt,12.497,ppt,7.09,,-,,314.5,,23.3,,7.42,,2.930,ppt,2.930,ppt,15.60,,-,,0.0,,0.0,,,not def.,,,,,,,-,,1459.9,,2.9,,0.20,,25.368,ppt,25.368,ppt,0.22,,-,,744.4,,43.2,,5.81,,11.351,ppt,11.351,ppt,7.46,,-,,616.6,,11.4,,1.85,,8.848,ppt,8.848,ppt,2.52,,-,,569.4,,79.5,,13.96,,7.923,ppt,7.923,ppt,19.65,,-,,549.4,,66.7,,12.14,,7.530,ppt,7.530,ppt,17.35,,-,,572.5,,28.4,,4.97,,7.984,ppt,7.984,ppt,6.97,,-,,459.1,,9.9,,2.16,,5.762,ppt,5.762,ppt,3.37,,-,,297.0,,35.4,,11.90,,2.587,ppt,2.587,ppt,26.78,,-,,0.0,,0.0,,,not def.,,,,,,,-,,184.5,,9.2,,4.98,,0.383,ppt,0.383,ppt,47.03,,-,,170.6,,16.4,,9.62,,0.111,ppt,0.111,ppt,290.36,,-,,90.5,,14.8,,16.41,,-1.459,ppt,-1.459,ppt,19.94,,-,,36.7,,6.3,,17.14,,-2.513,ppt,-2.513,ppt,4.90,,-,,1194.3,,28.4,,2.38,,20.166,ppt,20.166,ppt,2.76,,-,,817.5,,62.9,,7.70,,12.782,ppt,12.782,ppt,9.64,,-,,120.1,,31.3,,26.03,,-0.878,ppt,-0.878,ppt,69.73,,-,,72.4,,7.6,,10.53,,-1.813,ppt,-1.813,ppt,8.23,,
Gd158(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,28.7,,0.9,,3.30,,,,,,,,-,,49.4,,7.5,,15.16,,,,,,,,-,,155.6,,5.8,,3.75,,,,,,,,-,,431.9,,4.7,,1.08,,,,,,,,-,,1423.5,,66.1,,4.65,,,,,,,,-,,4420.5,,290.4,,6.57,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2617.2,,85.0,,3.25,,103.940,ppt,103.940,ppt,3.20,,-,,1173.9,,20.1,,1.71,,47.554,ppt,47.554,ppt,1.65,,-,,10584.3,,222.2,,2.10,,415.198,ppt,415.198,ppt,2.09,,-,,2116.3,,28.4,,1.34,,84.371,ppt,84.371,ppt,1.31,,-,,286.8,,28.3,,9.86,,12.895,ppt,12.895,ppt,8.57,,-,,245.8,,48.4,,19.69,,11.294,ppt,11.294,ppt,16.74,,-,,4731.8,,38.9,,0.82,,186.555,ppt,186.555,ppt,0.82,,-,,698.1,,62.5,,8.95,,28.967,ppt,28.967,ppt,8.43,,-,,0.0,,0.0,,,not def.,,,,,,,-,,6542.7,,153.7,,2.35,,257.303,ppt,257.303,ppt,2.33,,-,,1768.2,,60.2,,3.41,,70.774,ppt,70.774,ppt,3.32,,-,,1628.8,,23.8,,1.46,,65.326,ppt,65.326,ppt,1.42,,-,,400.1,,7.1,,1.77,,17.326,ppt,17.326,ppt,1.59,,-,,1046.2,,54.3,,5.19,,42.566,ppt,42.566,ppt,4.99,,-,,441.9,,0.1,,0.02,,18.955,ppt,18.955,ppt,0.01,,-,,1924.3,,7.1,,0.37,,76.871,ppt,76.871,ppt,0.36,,-,,211.5,,4.8,,2.26,,9.954,ppt,9.954,ppt,1.87,,-,,0.0,,0.0,,,not def.,,,,,,,-,,322.5,,17.5,,5.44,,14.292,ppt,14.292,ppt,4.79,,-,,126.4,,0.0,,0.03,,6.630,ppt,6.630,ppt,0.02,,-,,158.1,,2.4,,1.52,,7.867,ppt,7.867,ppt,1.19,,-,,6.3,,1.1,,17.68,,1.938,ppt,1.938,ppt,2.24,,-,,6099.4,,128.8,,2.11,,239.984,ppt,239.984,ppt,2.10,,-,,833.4,,48.5,,5.82,,34.253,ppt,34.253,ppt,5.53,,-,,7.0,,4.1,,58.53,,1.967,ppt,1.967,ppt,8.18,,-,,6.8,,5.0,,72.85,,1.958,ppt,1.958,ppt,9.89,,
Tb159(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,112.3,,10.9,,9.66,,,,,,,,-,,313.3,,11.8,,3.76,,,,,,,,-,,745.8,,18.8,,2.52,,,,,,,,-,,2180.6,,112.1,,5.14,,,,,,,,-,,7289.3,,61.5,,0.84,,,,,,,,-,,22345.3,,400.6,,1.79,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,3028.8,,24.9,,0.82,,25.010,ppt,25.010,ppt,0.77,,-,,1333.3,,49.6,,3.72,,11.916,ppt,11.916,ppt,3.22,,-,,12475.8,,90.9,,0.73,,97.971,ppt,97.971,ppt,0.72,,-,,2628.1,,31.9,,1.21,,21.915,ppt,21.915,ppt,1.12,,-,,445.2,,42.5,,9.54,,5.057,ppt,5.057,ppt,6.48,,-,,362.6,,10.7,,2.95,,4.419,ppt,4.419,ppt,1.87,,-,,5497.4,,120.4,,2.19,,44.075,ppt,44.075,ppt,2.11,,-,,982.0,,1.3,,0.13,,9.203,ppt,9.203,ppt,0.11,,-,,0.0,,0.0,,,not def.,,,,,,,-,,7840.4,,7.0,,0.09,,62.170,ppt,62.170,ppt,0.09,,-,,2324.2,,74.3,,3.20,,19.568,ppt,19.568,ppt,2.93,,-,,1996.9,,8.3,,0.41,,17.041,ppt,17.041,ppt,0.37,,-,,625.5,,28.4,,4.54,,6.449,ppt,6.449,ppt,3.40,,-,,1294.2,,39.0,,3.01,,11.613,ppt,11.613,ppt,2.59,,-,,528.7,,0.0,,0.00,,5.702,ppt,5.702,ppt,0.00,,-,,2252.3,,79.1,,3.51,,19.013,ppt,19.013,ppt,3.21,,-,,300.8,,17.7,,5.88,,3.941,ppt,3.941,ppt,3.46,,-,,0.0,,0.0,,,not def.,,,,,,,-,,422.7,,43.7,,10.35,,4.883,ppt,4.883,ppt,6.92,,-,,158.0,,32.8,,20.78,,2.838,ppt,2.838,ppt,8.93,,-,,193.9,,10.7,,5.51,,3.116,ppt,3.116,ppt,2.65,,-,,6.6,,3.6,,53.64,,1.670,ppt,1.670,ppt,1.65,,-,,7938.9,,18.9,,0.24,,62.931,ppt,62.931,ppt,0.23,,-,,1062.1,,60.2,,5.67,,9.821,ppt,9.821,ppt,4.73,,-,,7.5,,2.8,,37.22,,1.676,ppt,1.676,ppt,1.28,,-,,9.4,,7.5,,79.33,,1.691,ppt,1.691,ppt,3.40,,
