Fe57(LR),-,,29902.2,,826.9,,2.77,,,,,,,,-,,28495.7,,92.8,,0.33,,,,,,,,-,,28901.5,,331.7,,1.15,,,,,,,,-,,26794.5,,274.4,,1.02,,,,,,,,-,,26847.4,,164.0,,0.61,,,,,,,,-,,26713.9,,937.4,,3.51,,,,,,,,-,,34003.7,,1857.5,,5.46,,,,,,,,-,,22281.2,,242.4,,1.09,,,,,,,,-,,30265.1,,1190.6,,3.93,,1899.913,ppt,1899.913,ppt,11.07,,-,,23009.3,,238.7,,1.04,,618.439,ppt,618.439,ppt,6.82,,-,,23077.5,,28.6,,0.12,,630.476,ppt,630.476,ppt,0.80,,-,,21286.0,,723.3,,3.40,,314.061,ppt,314.061,ppt,40.68,,-,,22709.5,,555.9,,2.45,,565.481,ppt,565.481,ppt,17.36,,-,,21731.8,,520.1,,2.39,,392.814,ppt,392.814,ppt,23.39,,-,,23377.3,,780.4,,3.34,,683.434,ppt,683.434,ppt,20.17,,-,,23286.7,,701.9,,3.01,,667.415,ppt,667.415,ppt,18.58,,-,,22392.1,,356.4,,1.59,,,,,,,,-,,22848.0,,473.9,,2.07,,570.356,ppt,570.356,ppt,14.68,,-,,20570.5,,737.6,,3.59,,168.107,ppt,168.107,ppt,77.50,,-,,18882.5,,260.0,,1.38,,-130.019,ppt,-130.019,ppt,35.32,,-,,23830.8,,737.7,,3.10,,743.938,ppt,743.938,ppt,17.51,,-,,19273.0,,912.1,,4.73,,,,,,,,-,,19013.4,,89.1,,0.47,,443.979,ppt,443.979,ppt,3.54,,-,,364044.4,,2099.3,,0.58,,61381.611,ppt,61381.611,ppt,0.60,,-,,20016.1,,117.6,,0.59,,621.071,ppt,621.071,ppt,3.34,,-,,22500.3,,345.7,,1.54,,1059.831,ppt,1059.831,ppt,5.76,,-,,18625.5,,573.7,,3.08,,375.475,ppt,375.475,ppt,26.99,,
Sr88(LR),-,,92.9,,3.5,,3.73,,,,,,,,-,,140.4,,6.8,,4.82,,,,,,,,-,,393.6,,51.8,,13.16,,,,,,,,-,,495.4,,39.2,,7.91,,,,,,,,-,,986.3,,135.2,,13.71,,,,,,,,-,,3075.4,,170.9,,5.56,,,,,,,,-,,9840.4,,89.1,,0.91,,,,,,,,-,,107.9,,17.8,,16.48,,,,,,,,-,,1492.1,,24.9,,1.67,,15.600,ppt,15.600,ppt,1.71,,-,,2614.7,,124.7,,4.77,,27.638,ppt,27.638,ppt,4.84,,-,,1675.8,,78.4,,4.68,,17.570,ppt,17.570,ppt,4.78,,-,,1650.6,,92.6,,5.61,,17.300,ppt,17.300,ppt,5.74,,-,,5889.9,,313.2,,5.32,,62.758,ppt,62.758,ppt,5.35,,-,,581.0,,32.1,,5.52,,5.830,ppt,5.830,ppt,5.90,,-,,1839.5,,295.5,,16.06,,19.325,ppt,19.325,ppt,16.40,,-,,3440.3,,32.0,,0.93,,36.491,ppt,36.491,ppt,0.94,,-,,110.4,,7.2,,6.50,,,,,,,,-,,4331.5,,124.6,,2.88,,46.020,ppt,46.020,ppt,2.90,,-,,1123.0,,72.3,,6.44,,11.615,ppt,11.615,ppt,6.68,,-,,3611.4,,3.5,,0.10,,38.299,ppt,38.299,ppt,0.10,,-,,5451.7,,7.1,,0.13,,58.032,ppt,58.032,ppt,0.13,,-,,139.5,,39.6,,28.41,,,,,,,,-,,1789.1,,3.6,,0.20,,18.446,ppt,18.446,ppt,0.21,,-,,3388480.0,,80426.9,,2.37,,36333.938,ppt,36333.938,ppt,2.37,,-,,4311.4,,366.7,,8.51,,45.493,ppt,45.493,ppt,8.64,,-,,5821.9,,416.5,,7.15,,61.689,ppt,61.689,ppt,7.24,,-,,1091.9,,85.5,,7.83,,10.970,ppt,10.970,ppt,8.35,,
Y89(LR),-,,95.3,,7.1,,7.44,,,,,,,,-,,1549.9,,92.6,,5.97,,,,,,,,-,,4150.2,,81.9,,1.97,,,,,,,,-,,10555.5,,473.7,,4.49,,,,,,,,-,,30847.5,,331.4,,1.07,,,,,,,,-,,102898.4,,2386.3,,2.32,,,,,,,,-,,320490.4,,3273.1,,1.02,,,,,,,,-,,72.5,,31.5,,43.53,,,,,,,,-,,393.3,,26.7,,6.80,,124.825,ppt,124.825,ppt,0.69,,-,,131.1,,27.6,,21.09,,116.353,ppt,116.353,ppt,0.77,,-,,34.5,,6.2,,18.02,,113.232,ppt,113.232,ppt,0.18,,-,,1344931.2,,45245.8,,3.36,,43560.927,ppt,43560.927,ppt,3.36,,-,,60056.4,,114.2,,0.19,,2052.277,ppt,2052.277,ppt,0.18,,-,,46.0,,29.7,,64.56,,113.603,ppt,113.603,ppt,0.84,,-,,1474.4,,135.2,,9.17,,159.748,ppt,159.748,ppt,2.73,,-,,182.5,,73.4,,40.21,,118.015,ppt,118.015,ppt,2.01,,-,,44.9,,0.4,,0.94,,,,,,,,-,,65.2,,7.2,,11.01,,115.115,ppt,115.115,ppt,0.20,,-,,195134.6,,7177.1,,3.68,,6416.950,ppt,6416.950,ppt,3.61,,-,,131106.7,,2127.7,,1.62,,4348.490,ppt,4348.490,ppt,1.58,,-,,707892.8,,31284.7,,4.42,,22981.912,ppt,22981.912,ppt,4.40,,-,,266.5,,57.0,,21.37,,,,,,,,-,,12139.5,,377.6,,3.11,,498.025,ppt,498.025,ppt,2.45,,-,,32387.7,,1069.5,,3.30,,1152.152,ppt,1152.152,ppt,3.00,,-,,72.4,,31.6,,43.60,,108.190,ppt,108.190,ppt,0.94,,-,,73414.3,,886.0,,1.21,,2477.543,ppt,2477.543,ppt,1.16,,-,,136230.1,,1805.5,,1.33,,4506.845,ppt,4506.845,ppt,1.29,,
Zr91(LR),-,,1834.0,,143.1,,7.80,,,,,,,,-,,94867.5,,2610.5,,2.75,,,,,,,,-,,269134.4,,2699.0,,1.00,,,,,,,,-,,726726.5,,22849.1,,3.14,,,,,,,,-,,2118741.9,,14589.7,,0.69,,,,,,,,-,,7058371.1,,167143.8,,2.37,,,,,,,,-,,22275125.3,,200.4,,0.00,,,,,,,,-,,1141.8,,44.8,,3.93,,,,,,,,-,,1761.3,,29.1,,1.65,,22913.036,ppt,22913.036,ppt,0.01,,-,,1600.3,,102.1,,6.38,,22899.341,ppt,22899.341,ppt,0.04,,-,,1318.8,,4.5,,0.34,,22875.399,ppt,22875.399,ppt,0.00,,-,,2921313.1,,6471.1,,0.22,,271233.712,ppt,271233.712,ppt,0.20,,-,,1789229.2,,40649.7,,2.27,,174945.019,ppt,174945.019,ppt,1.98,,-,,1212.8,,34.0,,2.80,,22866.382,ppt,22866.382,ppt,0.01,,-,,1772.5,,149.5,,8.43,,22913.992,ppt,22913.992,ppt,0.06,,-,,1541.6,,116.7,,7.57,,22894.347,ppt,22894.347,ppt,0.04,,-,,1144.4,,151.6,,13.25,,,,,,,,-,,1806.0,,98.5,,5.45,,22916.617,ppt,22916.617,ppt,0.04,,-,,11214451.4,,250062.0,,2.23,,976601.256,ppt,976601.256,ppt,2.18,,-,,16469852.2,,286319.1,,1.74,,1423596.119,ppt,1423596.119,ppt,1.71,,-,,56992548.0,,1208296.1,,2.12,,4870229.004,ppt,4870229.004,ppt,2.11,,-,,17820.1,,11619.8,,65.21,,,,,,,,-,,350134.9,,3324.5,,0.95,,51125.179,ppt,51125.179,ppt,0.55,,-,,2177631.4,,51526.4,,2.37,,206561.763,ppt,206561.763,ppt,2.12,,-,,3068.6,,213.4,,6.95,,21605.666,ppt,21605.666,ppt,0.08,,-,,1690399.0,,11330.1,,0.67,,165120.516,ppt,165120.516,ppt,0.58,,-,,13895848.4,,153249.5,,1.10,,1203247.481,ppt,1203247.481,ppt,1.08,,
Zr92(LR),-,,2322.0,,43.2,,1.86,,,,,,,,-,,149891.9,,6211.3,,4.14,,,,,,,,-,,424243.4,,5735.8,,1.35,,,,,,,,-,,1139238.2,,11262.0,,0.99,,,,,,,,-,,3332777.1,,46038.5,,1.38,,,,,,,,-,,11201881.9,,354.0,,0.00,,,,,,,,-,,34965437.4,,315651.1,,0.90,,,,,,,,-,,1522.6,,190.3,,12.50,,,,,,,,-,,2943.5,,116.6,,3.96,,21934.044,ppt,21934.044,ppt,0.03,,-,,2196.0,,44.9,,2.04,,21893.563,ppt,21893.563,ppt,0.01,,-,,2888.2,,55.3,,1.92,,21931.054,ppt,21931.054,ppt,0.01,,-,,4591713.8,,2833.6,,0.06,,270465.303,ppt,270465.303,ppt,0.06,,-,,2794293.7,,68278.8,,2.44,,173115.674,ppt,173115.674,ppt,2.14,,-,,1666.8,,19.3,,1.16,,21864.900,ppt,21864.900,ppt,0.00,,-,,3207.5,,197.0,,6.14,,21948.347,ppt,21948.347,ppt,0.05,,-,,2543.4,,45.3,,1.78,,21912.379,ppt,21912.379,ppt,0.01,,-,,1249.0,,103.1,,8.25,,,,,,,,-,,3518.5,,51.4,,1.46,,21980.011,ppt,21980.011,ppt,0.01,,-,,17634964.7,,245620.5,,1.39,,976912.417,ppt,976912.417,ppt,1.36,,-,,25923717.4,,374389.6,,1.44,,1425837.506,ppt,1425837.506,ppt,1.42,,-,,90181286.4,,2606814.2,,2.89,,4906075.838,ppt,4906075.838,ppt,2.88,,-,,26905.1,,17382.1,,64.61,,,,,,,,-,,549732.3,,2962.9,,0.54,,50173.807,ppt,50173.807,ppt,0.32,,-,,3416946.8,,91823.3,,2.69,,205464.305,ppt,205464.305,ppt,2.42,,-,,4796.4,,195.9,,4.08,,20659.667,ppt,20659.667,ppt,0.05,,-,,2652744.3,,27922.0,,1.05,,164074.524,ppt,164074.524,ppt,0.92,,-,,21858226.7,,301280.2,,1.38,,1204257.912,ppt,1204257.912,ppt,1.35,,
Nb93(LR),-,,18.6,,5.9,,31.66,,,,,,,,-,,24.8,,3.2,,12.86,,,,,,,,-,,50.8,,0.4,,0.70,,,,,,,,-,,124.3,,2.5,,1.99,,,,,,,,-,,380.5,,8.5,,2.23,,,,,,,,-,,1097.5,,29.0,,2.64,,,,,,,,-,,3441.6,,85.3,,2.48,,,,,,,,-,,5.3,,2.5,,47.14,,,,,,,,-,,80.8,,0.4,,0.44,,1.140,ppt,1.140,ppt,0.31,,-,,31.3,,1.1,,3.39,,0.651,ppt,0.651,ppt,1.61,,-,,41.0,,10.6,,25.87,,0.747,ppt,0.747,ppt,14.03,,-,,555.5,,0.7,,0.13,,5.833,ppt,5.833,ppt,0.12,,-,,139.8,,10.3,,7.34,,1.723,ppt,1.723,ppt,5.88,,-,,9.5,,4.2,,44.66,,0.436,ppt,0.436,ppt,9.63,,-,,42.2,,4.7,,11.08,,0.759,ppt,0.759,ppt,6.09,,-,,45.1,,3.0,,6.62,,0.788,ppt,0.788,ppt,3.75,,-,,7.8,,0.8,,10.10,,,,,,,,-,,167.8,,6.0,,3.58,,1.975,ppt,1.975,ppt,3.01,,-,,2491.5,,50.2,,2.02,,24.944,ppt,24.944,ppt,1.99,,-,,1270.0,,12.0,,0.95,,12.870,ppt,12.870,ppt,0.92,,-,,4256.0,,159.1,,3.74,,42.385,ppt,42.385,ppt,3.71,,-,,7.9,,0.6,,7.44,,,,,,,,-,,388.0,,19.8,,5.10,,4.151,ppt,4.151,ppt,4.72,,-,,1490.8,,44.2,,2.96,,15.051,ppt,15.051,ppt,2.90,,-,,14.4,,3.1,,21.76,,0.458,ppt,0.458,ppt,6.78,,-,,152.0,,2.8,,1.86,,1.818,ppt,1.818,ppt,1.54,,-,,730.5,,2.1,,0.29,,7.536,ppt,7.536,ppt,0.28,,
Ba137(LR),-,,8.3,,0.0,,0.00,,,,,,,,-,,3.1,,4.4,,141.42,,,,,,,,-,,102.3,,52.5,,51.35,,,,,,,,-,,86.4,,3.8,,4.46,,,,,,,,-,,178.3,,39.2,,21.97,,,,,,,,-,,706.9,,17.7,,2.51,,,,,,,,-,,2076.1,,103.3,,4.97,,,,,,,,-,,8.1,,2.7,,32.64,,,,,,,,-,,852.8,,67.6,,7.93,,42.917,ppt,42.917,ppt,7.93,,-,,140.7,,42.6,,30.32,,7.103,ppt,7.103,ppt,30.19,,-,,73.3,,54.1,,73.83,,3.717,ppt,3.717,ppt,73.24,,-,,99.7,,7.9,,7.96,,5.045,ppt,5.045,ppt,7.91,,-,,339.7,,25.4,,7.48,,17.113,ppt,17.113,ppt,7.46,,-,,5.6,,7.9,,141.42,,0.309,ppt,0.309,ppt,127.82,,-,,873.0,,217.2,,24.88,,43.930,ppt,43.930,ppt,24.86,,-,,273.9,,17.6,,6.44,,13.805,ppt,13.805,ppt,6.43,,-,,12.5,,8.8,,70.71,,,,,,,,-,,372.1,,14.2,,3.81,,18.524,ppt,18.524,ppt,3.85,,-,,545.9,,39.1,,7.16,,27.260,ppt,27.260,ppt,7.21,,-,,321.8,,7.1,,2.20,,15.993,ppt,15.993,ppt,2.22,,-,,412.4,,56.9,,13.79,,20.548,ppt,20.548,ppt,13.92,,-,,15.1,,21.4,,141.42,,,,,,,,-,,123.0,,3.5,,2.85,,5.863,ppt,5.863,ppt,3.00,,-,,36991.5,,1504.8,,4.07,,1859.945,ppt,1859.945,ppt,4.07,,-,,276.5,,27.7,,10.00,,13.584,ppt,13.584,ppt,10.24,,-,,146.8,,34.0,,23.13,,7.061,ppt,7.061,ppt,24.18,,-,,145.7,,14.1,,9.71,,7.006,ppt,7.006,ppt,10.15,,
La138(LR),-,,25.4,,1.6,,6.12,,,,,,,,-,,86.8,,0.1,,0.08,,,,,,,,-,,870.0,,14.3,,1.64,,,,,,,,-,,480.1,,4.8,,1.00,,,,,,,,-,,1376.4,,6.5,,0.47,,,,,,,,-,,4441.9,,63.1,,1.42,,,,,,,,-,,13602.0,,13.8,,0.10,,,,,,,,-,,27.6,,2.9,,10.52,,,,,,,,-,,5658.8,,70.4,,1.24,,14.448,ppt,14.448,ppt,1.26,,-,,1025.1,,23.7,,2.31,,2.477,ppt,2.477,ppt,2.47,,-,,444.7,,8.2,,1.84,,0.978,ppt,0.978,ppt,2.17,,-,,901.0,,52.9,,5.87,,2.157,ppt,2.157,ppt,6.34,,-,,2212.9,,65.4,,2.95,,5.546,ppt,5.546,ppt,3.04,,-,,91.6,,6.9,,7.57,,0.066,ppt,0.066,ppt,27.22,,-,,5913.3,,28.0,,0.47,,15.105,ppt,15.105,ppt,0.48,,-,,1871.9,,9.1,,0.48,,4.665,ppt,4.665,ppt,0.50,,-,,28.9,,2.2,,7.57,,,,,,,,-,,2039.2,,40.8,,2.00,,5.093,ppt,5.093,ppt,2.07,,-,,3502.9,,49.4,,1.41,,8.875,ppt,8.875,ppt,1.44,,-,,2480.8,,45.0,,1.82,,6.234,ppt,6.234,ppt,1.87,,-,,2878.6,,115.1,,4.00,,7.262,ppt,7.262,ppt,4.10,,-,,26.0,,0.9,,3.54,,,,,,,,-,,963.9,,13.1,,1.36,,2.323,ppt,2.323,ppt,1.45,,-,,236612.4,,3238.5,,1.37,,611.092,ppt,611.092,ppt,1.37,,-,,1643.0,,21.8,,1.33,,4.078,ppt,4.078,ppt,1.38,,-,,857.8,,2.3,,0.26,,2.049,ppt,2.049,ppt,0.29,,-,,774.0,,23.3,,3.01,,1.833,ppt,1.833,ppt,3.28,,
La139(LR),-,,2.7,,0.1,,4.68,,,,,,,,-,,8.0,,0.6,,7.07,,,,,,,,-,,41.6,,6.9,,16.66,,,,,,,,-,,44.0,,2.5,,5.62,,,,,,,,-,,134.7,,7.6,,5.67,,,,,,,,-,,445.4,,13.4,,3.02,,,,,,,,-,,1360.3,,13.8,,1.01,,,,,,,,-,,2.8,,0.6,,20.20,,,,,,,,-,,90.1,,5.8,,6.44,,2.461,ppt,2.461,ppt,6.01,,-,,868.0,,11.2,,1.30,,22.311,ppt,22.311,ppt,1.29,,-,,17.0,,1.3,,7.49,,0.596,ppt,0.596,ppt,5.45,,-,,19348.8,,626.3,,3.24,,493.859,ppt,493.859,ppt,3.24,,-,,712.0,,40.2,,5.65,,18.328,ppt,18.328,ppt,5.60,,-,,13.9,,2.1,,14.70,,0.518,ppt,0.518,ppt,10.09,,-,,70.8,,0.4,,0.60,,1.969,ppt,1.969,ppt,0.55,,-,,65.8,,3.5,,5.26,,1.843,ppt,1.843,ppt,4.80,,-,,2.8,,1.1,,39.60,,,,,,,,-,,64.8,,1.0,,1.53,,1.816,ppt,1.816,ppt,1.39,,-,,1380.7,,48.9,,3.54,,35.392,ppt,35.392,ppt,3.53,,-,,307.1,,5.4,,1.75,,7.999,ppt,7.999,ppt,1.71,,-,,183.6,,3.5,,1.89,,4.849,ppt,4.849,ppt,1.82,,-,,2.9,,1.1,,38.92,,,,,,,,-,,90.3,,2.5,,2.82,,2.464,ppt,2.464,ppt,2.64,,-,,42.5,,6.3,,14.83,,1.243,ppt,1.243,ppt,12.92,,-,,32.0,,2.5,,7.95,,0.976,ppt,0.976,ppt,6.65,,-,,2521.8,,24.4,,0.97,,64.503,ppt,64.503,ppt,0.96,,-,,65.5,,3.6,,5.50,,1.832,ppt,1.832,ppt,5.02,,
Ce140(LR),-,,3.9,,2.4,,60.61,,,,,,,,-,,33.5,,4.9,,14.78,,,,,,,,-,,162.6,,16.2,,9.96,,,,,,,,-,,264.0,,7.1,,2.68,,,,,,,,-,,737.0,,31.1,,4.22,,,,,,,,-,,2339.5,,16.3,,0.70,,,,,,,,-,,7485.5,,114.1,,1.52,,,,,,,,-,,4.5,,1.7,,37.22,,,,,,,,-,,225.5,,7.8,,3.45,,6.727,ppt,6.727,ppt,2.68,,-,,1405.1,,7.0,,0.50,,34.056,ppt,34.056,ppt,0.48,,-,,47.6,,5.0,,10.57,,2.604,ppt,2.604,ppt,4.47,,-,,47548.8,,1802.8,,3.79,,1103.155,ppt,1103.155,ppt,3.79,,-,,1542.7,,0.8,,0.05,,37.244,ppt,37.244,ppt,0.05,,-,,34.5,,3.5,,10.25,,2.302,ppt,2.302,ppt,3.56,,-,,160.0,,11.3,,7.07,,5.209,ppt,5.209,ppt,5.03,,-,,152.5,,0.7,,0.46,,5.036,ppt,5.036,ppt,0.33,,-,,6.0,,5.7,,94.28,,,,,,,,-,,163.5,,12.0,,7.35,,5.256,ppt,5.256,ppt,5.30,,-,,49121.8,,1097.2,,2.23,,1139.565,ppt,1139.565,ppt,2.23,,-,,3081.3,,60.9,,1.98,,72.858,ppt,72.858,ppt,1.94,,-,,9221.1,,312.1,,3.38,,215.111,ppt,215.111,ppt,3.36,,-,,12.2,,7.9,,64.28,,,,,,,,-,,376.5,,19.1,,5.07,,10.047,ppt,10.047,ppt,4.40,,-,,701.5,,7.8,,1.11,,17.577,ppt,17.577,ppt,1.03,,-,,65.5,,12.0,,18.35,,2.842,ppt,2.842,ppt,9.80,,-,,7484.0,,148.6,,1.99,,174.721,ppt,174.721,ppt,1.97,,-,,3654.4,,113.9,,3.12,,85.994,ppt,85.994,ppt,3.07,,
Pr141(LR),-,,85.5,,2.1,,2.48,,,,,,,,-,,13.3,,4.7,,35.36,,,,,,,,-,,35.2,,1.1,,3.12,,,,,,,,-,,63.5,,7.8,,12.25,,,,,,,,-,,185.5,,2.1,,1.14,,,,,,,,-,,619.5,,9.2,,1.48,,,,,,,,-,,1883.8,,75.0,,3.98,,,,,,,,-,,94.0,,11.3,,12.04,,,,,,,,-,,37.3,,0.9,,2.53,,0.772,ppt,0.772,ppt,2.24,,-,,204.0,,21.2,,10.40,,3.833,ppt,3.833,ppt,10.16,,-,,5.4,,2.3,,42.76,,0.186,ppt,0.186,ppt,22.73,,-,,4796.3,,272.5,,5.68,,88.162,ppt,88.162,ppt,5.68,,-,,633.0,,22.6,,3.57,,11.711,ppt,11.711,ppt,3.55,,-,,9.7,,7.5,,76.77,,0.265,ppt,0.265,ppt,51.63,,-,,56.2,,10.1,,18.04,,1.118,ppt,1.118,ppt,16.64,,-,,84.0,,7.1,,8.42,,1.629,ppt,1.629,ppt,7.97,,-,,108.0,,2.8,,2.62,,,,,,,,-,,35.0,,7.1,,20.20,,0.473,ppt,0.473,ppt,27.48,,-,,1408.6,,139.5,,9.90,,25.697,ppt,25.697,ppt,9.97,,-,,209.0,,2.8,,1.35,,3.668,ppt,3.668,ppt,1.42,,-,,172.5,,3.5,,2.05,,2.998,ppt,2.998,ppt,2.17,,-,,132.5,,0.7,,0.53,,,,,,,,-,,140.0,,18.4,,13.13,,1.951,ppt,1.951,ppt,17.31,,-,,114.0,,1.4,,1.24,,1.473,ppt,1.473,ppt,1.76,,-,,39.4,,0.8,,1.99,,0.104,ppt,0.104,ppt,13.84,,-,,1490.6,,53.1,,3.56,,26.753,ppt,26.753,ppt,3.65,,-,,47.8,,3.1,,6.58,,0.257,ppt,0.257,ppt,22.43,,
Nd146(LR),-,,64.0,,18.4,,28.73,,,,,,,,-,,13.8,,5.3,,38.57,,,,,,,,-,,31.1,,4.7,,15.15,,,,,,,,-,,41.8,,13.1,,31.33,,,,,,,,-,,119.5,,0.7,,0.59,,,,,,,,-,,277.5,,12.0,,4.33,,,,,,,,-,,723.5,,16.3,,2.25,,,,,,,,-,,104.0,,1.4,,1.36,,,,,,,,-,,53.2,,1.7,,3.25,,-0.772,ppt,-0.772,ppt,21.92,,-,,142.5,,29.0,,20.34,,7.969,ppt,7.969,ppt,35.62,,-,,26.3,,0.5,,1.79,,-3.405,ppt,-3.405,ppt,1.36,,-,,4536.5,,130.2,,2.87,,438.190,ppt,438.190,ppt,2.91,,-,,683.0,,46.7,,6.83,,60.891,ppt,60.891,ppt,7.50,,-,,27.0,,2.8,,10.48,,-3.340,ppt,-3.340,ppt,8.29,,-,,55.0,,11.3,,20.57,,-0.598,ppt,-0.598,ppt,185.21,,-,,89.8,,6.0,,6.65,,2.807,ppt,2.807,ppt,20.83,,-,,84.3,,17.4,,20.68,,,,,,,,-,,32.0,,7.1,,22.10,,-0.924,ppt,-0.924,ppt,74.89,,-,,1746.5,,45.4,,2.60,,166.946,ppt,166.946,ppt,2.66,,-,,451.5,,57.3,,12.69,,40.150,ppt,40.150,ppt,13.97,,-,,475.0,,11.3,,2.38,,42.451,ppt,42.451,ppt,2.61,,-,,135.5,,10.6,,7.83,,,,,,,,-,,187.5,,6.4,,3.39,,9.291,ppt,9.291,ppt,6.71,,-,,259.5,,12.0,,4.63,,16.341,ppt,16.341,ppt,7.20,,-,,78.0,,2.8,,3.63,,-1.430,ppt,-1.430,ppt,19.36,,-,,1453.6,,43.1,,2.96,,133.255,ppt,133.255,ppt,3.17,,-,,241.0,,7.1,,2.93,,14.529,ppt,14.529,ppt,4.77,,
Sm152(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,8.7,,2.3,,26.37,,,,,,,,-,,26.4,,2.4,,9.09,,,,,,,,-,,61.7,,11.6,,18.86,,,,,,,,-,,178.9,,20.2,,11.28,,,,,,,,-,,571.2,,27.2,,4.76,,,,,,,,-,,1825.8,,37.8,,2.07,,,,,,,,-,,1.4,,1.9,,141.42,,,,,,,,-,,9.7,,5.0,,51.15,,1.603,ppt,1.603,ppt,17.58,,-,,28.1,,14.0,,49.91,,2.651,ppt,2.651,ppt,30.09,,-,,3.7,,5.2,,141.42,,1.261,ppt,1.261,ppt,23.37,,-,,15463.1,,529.2,,3.42,,879.857,ppt,879.857,ppt,3.42,,-,,905.9,,11.8,,1.31,,52.538,ppt,52.538,ppt,1.28,,-,,1.6,,2.3,,141.42,,1.146,ppt,1.146,ppt,11.57,,-,,11.2,,1.7,,15.36,,1.687,ppt,1.687,ppt,5.78,,-,,6.2,,2.9,,47.14,,1.404,ppt,1.404,ppt,11.81,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2.8,,3.9,,141.42,,1.287,ppt,1.287,ppt,17.18,,-,,2384.2,,133.4,,5.59,,136.631,ppt,136.631,ppt,5.55,,-,,1340.0,,89.7,,6.70,,77.286,ppt,77.286,ppt,6.60,,-,,874.2,,101.6,,11.62,,50.815,ppt,50.815,ppt,11.36,,-,,1.4,,1.9,,141.42,,,,,,,,-,,178.9,,12.9,,7.23,,11.220,ppt,11.220,ppt,6.55,,-,,474.3,,24.7,,5.22,,28.008,ppt,28.008,ppt,5.02,,-,,1.4,,1.9,,141.42,,1.131,ppt,1.131,ppt,9.77,,-,,1385.1,,42.6,,3.07,,79.768,ppt,79.768,ppt,3.03,,-,,205.7,,17.7,,8.60,,12.740,ppt,12.740,ppt,7.89,,
Eu151(LR),-,,12.4,,0.2,,1.59,,,,,,,,-,,20.1,,3.3,,16.58,,,,,,,,-,,56.5,,19.1,,33.79,,,,,,,,-,,134.5,,29.0,,21.55,,,,,,,,-,,421.0,,77.8,,18.48,,,,,,,,-,,984.5,,23.3,,2.37,,,,,,,,-,,2364.0,,31.1,,1.31,,,,,,,,-,,259.5,,7.8,,3.00,,,,,,,,-,,178.5,,0.7,,0.40,,-4.038,ppt,-4.038,ppt,0.52,,-,,130.5,,9.2,,7.04,,-5.459,ppt,-5.459,ppt,4.98,,-,,72.0,,12.7,,17.68,,-7.191,ppt,-7.191,ppt,5.24,,-,,3634.0,,52.4,,1.44,,98.246,ppt,98.246,ppt,1.58,,-,,508.0,,52.3,,10.30,,5.715,ppt,5.715,ppt,27.10,,-,,106.5,,9.2,,8.63,,-6.169,ppt,-6.169,ppt,4.41,,-,,65.5,,13.4,,20.51,,-7.383,ppt,-7.383,ppt,5.39,,-,,42.5,,3.5,,8.32,,-8.064,ppt,-8.064,ppt,1.30,,-,,31.1,,6.3,,20.20,,,,,,,,-,,26.6,,6.4,,24.26,,-1.775,ppt,-1.775,ppt,10.74,,-,,2055.8,,212.3,,10.33,,58.293,ppt,58.293,ppt,10.78,,-,,2231.4,,139.3,,6.24,,63.491,ppt,63.491,ppt,6.49,,-,,3210.0,,493.2,,15.36,,92.457,ppt,92.457,ppt,15.79,,-,,475.5,,9.2,,1.93,,,,,,,,-,,388.0,,35.4,,9.11,,-4.231,ppt,-4.231,ppt,24.74,,-,,758.0,,11.3,,1.49,,6.722,ppt,6.722,ppt,4.98,,-,,166.5,,9.2,,5.52,,-10.787,ppt,-10.787,ppt,2.52,,-,,708.5,,70.0,,9.88,,5.256,ppt,5.256,ppt,39.42,,-,,1581.4,,324.2,,20.50,,31.096,ppt,31.096,ppt,30.87,,
