Zr91(LR),-,,756.3,,107.2,,14.18,,,,,,,,-,,193783.3,,161.3,,0.08,,,,,,,,-,,503238.2,,18171.8,,3.61,,,,,,,,-,,1366479.1,,24659.3,,1.80,,,,,,,,-,,4053411.1,,14499.0,,0.36,,,,,,,,-,,13628279.8,,29389.4,,0.22,,,,,,,,-,,42003971.8,,1067816.9,,2.54,,,,,,,,-,,3530.7,,3844.3,,108.88,,,,,,,,-,,1342251.9,,18468.3,,1.38,,80544.833,ppt,80544.833,ppt,1.03,,-,,32273754.0,,22095.7,,0.07,,1474665.517,ppt,1474665.517,ppt,0.07,,-,,1956253.0,,94178.0,,4.81,,108218.615,ppt,108218.615,ppt,3.92,,-,,21363397.5,,84167.1,,0.39,,982922.387,ppt,982922.387,ppt,0.39,,-,,642126.3,,6695.9,,1.04,,48989.313,ppt,48989.313,ppt,0.62,,-,,5826841.3,,154047.9,,2.64,,282670.772,ppt,282670.772,ppt,2.46,,-,,719782.1,,51855.2,,7.20,,52489.359,ppt,52489.359,ppt,4.45,,-,,4737625.5,,79353.7,,1.67,,233578.479,ppt,233578.479,ppt,1.53,,-,,780.2,,40.2,,5.15,,,,,,,,-,,1509277.4,,12407.0,,0.82,,88196.847,ppt,88196.847,ppt,0.63,,-,,4371308.8,,52370.7,,1.20,,217192.108,ppt,217192.108,ppt,1.09,,-,,2330024.1,,34799.6,,1.49,,125188.906,ppt,125188.906,ppt,1.25,,-,,6113291.0,,21627.5,,0.35,,295705.380,ppt,295705.380,ppt,0.33,,-,,1487129.1,,11004.3,,0.74,,87198.596,ppt,87198.596,ppt,0.57,,-,,21558149.9,,249304.2,,1.16,,991824.086,ppt,991824.086,ppt,1.13,,-,,1191840.9,,45907.1,,3.85,,73889.594,ppt,73889.594,ppt,2.80,,-,,2173533.2,,11898.0,,0.55,,118135.672,ppt,118135.672,ppt,0.45,,-,,812.3,,100.0,,12.31,,,,,,,,-,,1830.8,,9.7,,0.53,,20252.935,ppt,20252.935,ppt,0.00,,-,,1537.6,,51.6,,3.36,,20239.720,ppt,20239.720,ppt,0.01,,-,,1357.6,,1.9,,0.14,,20231.609,ppt,20231.609,ppt,0.00,,-,,1379.6,,61.8,,4.48,,20232.600,ppt,20232.600,ppt,0.01,,-,,3908311.9,,37084.2,,0.95,,196322.823,ppt,196322.823,ppt,0.85,,-,,51839131.8,,85952.8,,0.17,,2356623.582,ppt,2356623.582,ppt,0.16,,-,,5133.7,,919.5,,17.91,,20401.803,ppt,20401.803,ppt,0.20,,-,,1973.9,,14.6,,0.74,,20259.384,ppt,20259.384,ppt,0.00,,
Zr92(LR),-,,714.7,,48.4,,6.78,,,,,,,,-,,303994.7,,667.8,,0.22,,,,,,,,-,,780090.0,,33427.2,,4.29,,,,,,,,-,,2111590.2,,71823.9,,3.40,,,,,,,,-,,6334631.4,,36608.0,,0.58,,,,,,,,-,,21194636.0,,79175.0,,0.37,,,,,,,,-,,65821595.2,,1129872.9,,1.72,,,,,,,,-,,4650.9,,5237.0,,112.60,,,,,,,,-,,2082354.2,,33926.7,,1.63,,80938.503,ppt,80938.503,ppt,1.21,,-,,50051643.4,,380617.8,,0.76,,1460815.081,ppt,1460815.081,ppt,0.75,,-,,3049078.4,,129661.9,,4.25,,108747.132,ppt,108747.132,ppt,3.43,,-,,33324196.2,,123122.6,,0.37,,979636.124,ppt,979636.124,ppt,0.36,,-,,996577.2,,2794.5,,0.28,,49705.224,ppt,49705.224,ppt,0.16,,-,,9043102.2,,187005.3,,2.07,,281170.221,ppt,281170.221,ppt,1.91,,-,,1114962.0,,78586.8,,7.05,,53110.662,ppt,53110.662,ppt,4.26,,-,,7387561.5,,164560.9,,2.23,,233547.214,ppt,233547.214,ppt,2.03,,-,,743.0,,2.4,,0.32,,,,,,,,-,,2385771.5,,15237.2,,0.64,,89778.971,ppt,89778.971,ppt,0.49,,-,,6845490.6,,63947.0,,0.93,,218066.504,ppt,218066.504,ppt,0.84,,-,,3688718.5,,11998.0,,0.33,,127259.325,ppt,127259.325,ppt,0.27,,-,,9534939.8,,62183.3,,0.65,,295430.753,ppt,295430.753,ppt,0.61,,-,,2331641.2,,34063.2,,1.46,,88221.867,ppt,88221.867,ppt,1.11,,-,,33814330.7,,297183.0,,0.88,,993847.664,ppt,993847.664,ppt,0.86,,-,,1876300.1,,67508.1,,3.60,,75123.600,ppt,75123.600,ppt,2.58,,-,,3391216.9,,45055.0,,1.33,,118701.444,ppt,118701.444,ppt,1.09,,-,,778.1,,51.7,,6.65,,,,,,,,-,,4695.3,,147.2,,3.13,,21284.318,ppt,21284.318,ppt,0.02,,-,,2699.2,,236.2,,8.75,,21226.898,ppt,21226.898,ppt,0.03,,-,,2189.6,,169.0,,7.72,,21212.239,ppt,21212.239,ppt,0.02,,-,,3430.4,,155.0,,4.52,,21247.932,ppt,21247.932,ppt,0.02,,-,,6121573.8,,26857.2,,0.44,,197241.426,ppt,197241.426,ppt,0.39,,-,,81890699.6,,1833681.2,,2.24,,2376803.468,ppt,2376803.468,ppt,2.22,,-,,10345.7,,1554.4,,15.02,,21446.857,ppt,21446.857,ppt,0.21,,-,,3209.9,,230.9,,7.19,,21241.589,ppt,21241.589,ppt,0.03,,
Nb93(LR),-,,1.4,,0.6,,43.04,,,,,,,,-,,57.0,,9.2,,16.13,,,,,,,,-,,105.8,,12.4,,11.70,,,,,,,,-,,235.8,,4.6,,1.95,,,,,,,,-,,652.8,,30.1,,4.60,,,,,,,,-,,2020.1,,16.3,,0.81,,,,,,,,-,,6111.4,,30.4,,0.50,,,,,,,,-,,176.7,,243.6,,137.86,,,,,,,,-,,119.5,,6.4,,5.33,,-0.185,ppt,-0.185,ppt,19.14,,-,,1813.0,,34.6,,1.91,,9.240,ppt,9.240,ppt,2.09,,-,,166.5,,0.7,,0.42,,0.077,ppt,0.077,ppt,5.14,,-,,1128.4,,4.3,,0.38,,5.430,ppt,5.430,ppt,0.44,,-,,77.1,,6.2,,8.00,,-0.421,ppt,-0.421,ppt,8.16,,-,,378.0,,10.6,,2.81,,1.254,ppt,1.254,ppt,4.71,,-,,121.8,,3.2,,2.61,,-0.173,ppt,-0.173,ppt,10.26,,-,,378.5,,29.7,,7.85,,1.256,ppt,1.256,ppt,13.16,,-,,1.1,,1.6,,141.42,,,,,,,,-,,109.5,,4.9,,4.52,,0.737,ppt,0.737,ppt,3.74,,-,,241.8,,6.7,,2.78,,1.473,ppt,1.473,ppt,2.54,,-,,328.3,,11.0,,3.34,,1.954,ppt,1.954,ppt,3.12,,-,,632.0,,0.7,,0.11,,3.645,ppt,3.645,ppt,0.11,,-,,195.3,,11.0,,5.61,,1.214,ppt,1.214,ppt,5.03,,-,,2002.3,,36.5,,1.82,,11.271,ppt,11.271,ppt,1.80,,-,,187.3,,12.4,,6.61,,1.169,ppt,1.169,ppt,5.89,,-,,285.3,,21.6,,7.56,,1.715,ppt,1.715,ppt,7.00,,-,,0.7,,0.2,,28.28,,,,,,,,-,,44.2,,0.4,,0.98,,0.376,ppt,0.376,ppt,0.64,,-,,41.9,,6.6,,15.67,,0.363,ppt,0.363,ppt,10.07,,-,,46.2,,3.8,,8.25,,0.387,ppt,0.387,ppt,5.49,,-,,38.8,,1.1,,2.74,,0.345,ppt,0.345,ppt,1.71,,-,,158.8,,5.3,,3.34,,1.013,ppt,1.013,ppt,2.91,,-,,1669.0,,38.9,,2.33,,9.419,ppt,9.419,ppt,2.30,,-,,57.8,,1.8,,3.06,,0.451,ppt,0.451,ppt,2.18,,-,,34.5,,4.9,,14.35,,0.322,ppt,0.322,ppt,8.57,,
La139(LR),-,,0.2,,0.1,,47.14,,,,,,,,-,,16.5,,1.4,,8.57,,,,,,,,-,,44.4,,5.2,,11.79,,,,,,,,-,,93.7,,1.9,,2.04,,,,,,,,-,,251.8,,4.1,,1.63,,,,,,,,-,,864.5,,4.7,,0.55,,,,,,,,-,,2517.4,,42.5,,1.69,,,,,,,,-,,0.1,,0.0,,0.00,,,,,,,,-,,55.4,,1.4,,2.55,,0.911,ppt,0.911,ppt,2.13,,-,,100.9,,2.0,,1.96,,1.536,ppt,1.536,ppt,1.77,,-,,110.8,,8.8,,7.91,,1.672,ppt,1.672,ppt,7.20,,-,,64.6,,1.0,,1.53,,1.038,ppt,1.038,ppt,1.31,,-,,21.1,,1.7,,8.04,,0.441,ppt,0.441,ppt,5.28,,-,,17.0,,0.1,,0.83,,0.384,ppt,0.384,ppt,0.50,,-,,49.5,,1.5,,3.00,,0.831,ppt,0.831,ppt,2.45,,-,,43.4,,2.6,,6.04,,0.746,ppt,0.746,ppt,4.81,,-,,0.5,,0.2,,35.36,,,,,,,,-,,39.0,,1.9,,4.89,,0.682,ppt,0.682,ppt,3.84,,-,,15.4,,4.0,,25.71,,0.357,ppt,0.357,ppt,15.22,,-,,24.0,,0.6,,2.36,,0.475,ppt,0.475,ppt,1.63,,-,,121.0,,1.3,,1.05,,1.806,ppt,1.806,ppt,0.97,,-,,105.6,,0.4,,0.40,,1.595,ppt,1.595,ppt,0.37,,-,,16.6,,1.5,,8.97,,0.373,ppt,0.373,ppt,5.47,,-,,44.3,,5.7,,12.91,,0.754,ppt,0.754,ppt,10.42,,-,,6.6,,1.2,,18.34,,0.237,ppt,0.237,ppt,7.06,,-,,0.2,,0.2,,141.42,,,,,,,,-,,28.8,,0.1,,0.25,,0.545,ppt,0.545,ppt,0.18,,-,,13.4,,0.2,,1.58,,0.335,ppt,0.335,ppt,0.87,,-,,25.2,,0.8,,3.37,,0.496,ppt,0.496,ppt,2.35,,-,,63.8,,0.2,,0.33,,1.025,ppt,1.025,ppt,0.28,,-,,95.4,,11.5,,12.08,,1.460,ppt,1.460,ppt,10.83,,-,,124.8,,7.8,,6.29,,1.864,ppt,1.864,ppt,5.78,,-,,17.6,,0.2,,1.03,,0.391,ppt,0.391,ppt,0.63,,-,,10.9,,0.2,,1.94,,0.300,ppt,0.300,ppt,0.97,,
Ce140(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,89.0,,15.6,,17.48,,,,,,,,-,,224.0,,11.3,,5.05,,,,,,,,-,,471.6,,14.9,,3.16,,,,,,,,-,,1329.1,,3.5,,0.26,,,,,,,,-,,4465.7,,29.1,,0.65,,,,,,,,-,,13683.1,,269.4,,1.97,,,,,,,,-,,1.0,,1.4,,141.42,,,,,,,,-,,590.4,,58.2,,9.86,,8.868,ppt,8.868,ppt,8.29,,-,,4201.1,,9.2,,0.22,,54.473,ppt,54.473,ppt,0.21,,-,,488.7,,34.7,,7.10,,7.584,ppt,7.584,ppt,5.78,,-,,2308.8,,19.1,,0.83,,30.573,ppt,30.573,ppt,0.79,,-,,157.0,,11.3,,7.21,,3.394,ppt,3.394,ppt,4.21,,-,,758.4,,26.2,,3.45,,10.990,ppt,10.990,ppt,3.01,,-,,466.1,,18.5,,3.97,,7.298,ppt,7.298,ppt,3.20,,-,,1104.8,,46.1,,4.18,,15.365,ppt,15.365,ppt,3.79,,-,,0.5,,0.7,,141.42,,,,,,,,-,,262.0,,29.7,,11.34,,4.727,ppt,4.727,ppt,7.94,,-,,423.1,,2.8,,0.67,,6.761,ppt,6.761,ppt,0.53,,-,,835.9,,19.8,,2.37,,11.976,ppt,11.976,ppt,2.09,,-,,1224.5,,19.8,,1.62,,16.884,ppt,16.884,ppt,1.48,,-,,606.5,,38.3,,6.32,,9.077,ppt,9.077,ppt,5.33,,-,,4071.9,,51.7,,1.27,,52.848,ppt,52.848,ppt,1.24,,-,,334.5,,9.2,,2.75,,5.643,ppt,5.643,ppt,2.06,,-,,453.1,,25.6,,5.64,,7.141,ppt,7.141,ppt,4.52,,-,,0.0,,0.0,,,not def.,,,,,,,-,,51.4,,3.6,,7.03,,2.074,ppt,2.074,ppt,2.20,,-,,47.0,,9.9,,21.06,,2.018,ppt,2.018,ppt,6.20,,-,,66.3,,13.1,,19.80,,2.261,ppt,2.261,ppt,7.33,,-,,146.0,,7.1,,4.84,,3.268,ppt,3.268,ppt,2.73,,-,,626.5,,31.2,,4.98,,9.336,ppt,9.336,ppt,4.22,,-,,2944.9,,53.1,,1.80,,38.620,ppt,38.620,ppt,1.74,,-,,47.5,,0.7,,1.49,,2.024,ppt,2.024,ppt,0.44,,-,,33.8,,1.8,,5.24,,1.850,ppt,1.850,ppt,1.21,,
Pr141(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,21.7,,10.3,,47.38,,,,,,,,-,,44.4,,4.7,,10.61,,,,,,,,-,,130.0,,19.8,,15.23,,,,,,,,-,,351.5,,20.5,,5.83,,,,,,,,-,,1136.8,,75.9,,6.67,,,,,,,,-,,3581.0,,65.8,,1.84,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,92.5,,24.7,,26.76,,1.232,ppt,1.232,ppt,19.41,,-,,241.0,,35.4,,14.67,,2.666,ppt,2.666,ppt,12.81,,-,,170.5,,2.1,,1.24,,1.985,ppt,1.985,ppt,1.03,,-,,195.0,,11.3,,5.80,,2.222,ppt,2.222,ppt,4.92,,-,,43.2,,1.7,,4.00,,0.756,ppt,0.756,ppt,2.21,,-,,68.5,,3.5,,5.16,,1.000,ppt,1.000,ppt,3.42,,-,,74.2,,13.8,,18.63,,1.055,ppt,1.055,ppt,12.66,,-,,128.0,,4.2,,3.31,,1.575,ppt,1.575,ppt,2.60,,-,,0.0,,0.0,,,not def.,,,,,,,-,,59.8,,9.7,,16.15,,0.916,ppt,0.916,ppt,10.19,,-,,35.9,,2.7,,7.44,,0.685,ppt,0.685,ppt,3.77,,-,,48.0,,2.8,,5.89,,0.802,ppt,0.802,ppt,3.41,,-,,68.0,,1.4,,2.08,,0.995,ppt,0.995,ppt,1.37,,-,,81.0,,4.2,,5.24,,1.121,ppt,1.121,ppt,3.66,,-,,56.5,,9.2,,16.27,,0.884,ppt,0.884,ppt,10.05,,-,,52.2,,11.0,,21.06,,0.843,ppt,0.843,ppt,12.61,,-,,25.3,,1.9,,7.44,,0.583,ppt,0.583,ppt,3.12,,-,,2.1,,3.0,,141.42,,,,,,,,-,,55.4,,9.3,,16.72,,0.853,ppt,0.853,ppt,10.50,,-,,41.1,,14.2,,34.64,,0.714,ppt,0.714,ppt,19.24,,-,,28.5,,12.0,,42.18,,0.593,ppt,0.593,ppt,19.59,,-,,40.5,,3.5,,8.73,,0.709,ppt,0.709,ppt,4.82,,-,,75.0,,11.3,,15.08,,1.042,ppt,1.042,ppt,10.49,,-,,152.5,,10.6,,6.96,,1.791,ppt,1.791,ppt,5.72,,-,,34.0,,0.0,,0.00,,0.646,ppt,0.646,ppt,0.00,,-,,18.3,,3.8,,21.06,,0.494,ppt,0.494,ppt,7.53,,
Nd146(LR),-,,1.6,,0.5,,32.64,,,,,,,,-,,51.0,,12.7,,24.96,,,,,,,,-,,48.0,,1.4,,2.95,,,,,,,,-,,94.7,,12.3,,12.95,,,,,,,,-,,224.5,,0.7,,0.31,,,,,,,,-,,521.7,,47.5,,9.10,,,,,,,,-,,1266.6,,1.5,,0.12,,,,,,,,-,,0.7,,1.0,,141.42,,,,,,,,-,,159.0,,5.7,,3.56,,5.904,ppt,5.904,ppt,5.41,,-,,673.2,,23.4,,3.48,,34.917,ppt,34.917,ppt,3.78,,-,,294.0,,26.9,,9.14,,13.522,ppt,13.522,ppt,11.21,,-,,554.8,,41.7,,7.52,,28.238,ppt,28.238,ppt,8.34,,-,,140.5,,2.1,,1.51,,4.860,ppt,4.860,ppt,2.46,,-,,234.5,,4.9,,2.11,,10.164,ppt,10.164,ppt,2.75,,-,,143.8,,18.1,,12.62,,5.048,ppt,5.048,ppt,20.29,,-,,290.0,,12.7,,4.39,,13.296,ppt,13.296,ppt,5.40,,-,,0.0,,0.0,,,not def.,,,,,,,-,,148.0,,26.9,,18.16,,5.324,ppt,5.324,ppt,28.48,,-,,144.0,,11.3,,7.86,,5.098,ppt,5.098,ppt,12.52,,-,,125.1,,5.6,,4.46,,4.029,ppt,4.029,ppt,7.81,,-,,156.5,,7.8,,4.97,,5.803,ppt,5.803,ppt,7.56,,-,,130.0,,4.2,,3.26,,4.308,ppt,4.308,ppt,5.56,,-,,315.5,,51.7,,16.37,,14.777,ppt,14.777,ppt,19.73,,-,,138.5,,4.9,,3.57,,4.787,ppt,4.787,ppt,5.83,,-,,109.8,,9.7,,8.80,,3.170,ppt,3.170,ppt,17.20,,-,,0.0,,0.0,,,not def.,,,,,,,-,,100.0,,4.2,,4.24,,2.615,ppt,2.615,ppt,9.16,,-,,67.0,,0.0,,0.00,,0.753,ppt,0.753,ppt,0.00,,-,,82.5,,3.5,,4.29,,1.627,ppt,1.627,ppt,12.26,,-,,92.6,,26.2,,28.35,,2.195,ppt,2.195,ppt,67.46,,-,,167.5,,16.3,,9.71,,6.424,ppt,6.424,ppt,14.29,,-,,562.9,,29.0,,5.14,,28.734,ppt,28.734,ppt,5.69,,-,,109.5,,0.7,,0.65,,3.151,ppt,3.151,ppt,1.27,,-,,91.5,,4.9,,5.41,,2.135,ppt,2.135,ppt,13.08,,
Sm152(LR),-,,1.2,,1.7,,141.42,,,,,,,,-,,15.4,,6.3,,40.57,,,,,,,,-,,56.4,,30.6,,54.20,,,,,,,,-,,120.3,,13.4,,11.15,,,,,,,,-,,307.5,,5.9,,1.92,,,,,,,,-,,1082.2,,95.5,,8.83,,,,,,,,-,,3173.1,,40.1,,1.26,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,126.5,,11.9,,9.41,,4.747,ppt,4.747,ppt,8.19,,-,,1840.8,,58.9,,3.20,,60.702,ppt,60.702,ppt,3.17,,-,,227.5,,17.7,,7.79,,8.044,ppt,8.044,ppt,7.19,,-,,1259.0,,60.3,,4.79,,41.713,ppt,41.713,ppt,4.72,,-,,28.4,,14.3,,50.27,,1.548,ppt,1.548,ppt,30.16,,-,,400.1,,2.4,,0.59,,13.677,ppt,13.677,ppt,0.57,,-,,87.2,,8.2,,9.45,,3.465,ppt,3.465,ppt,7.76,,-,,486.1,,24.8,,5.10,,16.484,ppt,16.484,ppt,4.91,,-,,0.0,,0.0,,,not def.,,,,,,,-,,95.4,,22.4,,23.48,,3.735,ppt,3.735,ppt,19.59,,-,,137.3,,24.7,,18.03,,5.099,ppt,5.099,ppt,15.84,,-,,72.0,,23.7,,32.91,,2.968,ppt,2.968,ppt,26.05,,-,,129.6,,7.1,,5.51,,4.851,ppt,4.851,ppt,4.81,,-,,49.8,,2.3,,4.62,,2.244,ppt,2.244,ppt,3.34,,-,,427.0,,40.1,,9.39,,14.554,ppt,14.554,ppt,8.99,,-,,31.0,,3.0,,9.55,,1.630,ppt,1.630,ppt,5.92,,-,,42.2,,8.3,,19.68,,1.997,ppt,1.997,ppt,13.58,,-,,0.0,,0.0,,,not def.,,,,,,,-,,0.0,,0.0,,,not def.,0.619,ppt,0.619,ppt,0.00,,-,,1.6,,2.3,,141.42,,0.673,ppt,0.673,ppt,11.32,,-,,2.4,,3.3,,141.42,,0.696,ppt,0.696,ppt,15.63,,-,,8.5,,6.2,,72.62,,0.896,ppt,0.896,ppt,22.43,,-,,134.7,,14.2,,10.52,,5.017,ppt,5.017,ppt,9.22,,-,,1659.8,,64.9,,3.91,,54.793,ppt,54.793,ppt,3.86,,-,,0.0,,0.0,,,not def.,0.619,ppt,0.619,ppt,0.00,,-,,2.2,,0.8,,35.36,,0.691,ppt,0.691,ppt,3.67,,
Eu151(LR),-,,0.6,,0.8,,141.42,,,,,,,,-,,77.0,,14.1,,18.37,,,,,,,,-,,109.5,,7.8,,7.10,,,,,,,,-,,266.0,,36.8,,13.82,,,,,,,,-,,740.8,,19.8,,2.67,,,,,,,,-,,1952.8,,45.4,,2.32,,,,,,,,-,,4014.8,,87.1,,2.17,,,,,,,,-,,0.6,,0.8,,141.42,,,,,,,,-,,669.6,,45.4,,6.77,,8.514,ppt,8.514,ppt,9.27,,-,,4697.5,,49.6,,1.06,,78.619,ppt,78.619,ppt,1.10,,-,,1394.3,,3.6,,0.26,,21.127,ppt,21.127,ppt,0.29,,-,,3880.0,,65.1,,1.68,,64.390,ppt,64.390,ppt,1.76,,-,,1252.6,,87.9,,7.02,,18.660,ppt,18.660,ppt,8.20,,-,,1628.6,,189.1,,11.61,,25.204,ppt,25.204,ppt,13.06,,-,,816.4,,12.1,,1.49,,11.069,ppt,11.069,ppt,1.91,,-,,1301.7,,11.4,,0.87,,19.515,ppt,19.515,ppt,1.02,,-,,0.0,,0.0,,,not def.,,,,,,,-,,579.3,,31.1,,5.38,,6.952,ppt,6.952,ppt,7.80,,-,,848.9,,101.8,,11.99,,11.644,ppt,11.644,ppt,15.22,,-,,720.3,,29.0,,4.02,,9.405,ppt,9.405,ppt,5.36,,-,,1136.8,,15.0,,1.32,,16.655,ppt,16.655,ppt,1.56,,-,,671.7,,32.5,,4.84,,8.559,ppt,8.559,ppt,6.61,,-,,2996.5,,612.1,,20.43,,49.023,ppt,49.023,ppt,21.73,,-,,888.5,,57.3,,6.45,,12.333,ppt,12.333,ppt,8.08,,-,,689.2,,34.9,,5.07,,8.864,ppt,8.864,ppt,6.86,,-,,0.8,,1.2,,141.42,,,,,,,,-,,272.0,,5.7,,2.08,,1.589,ppt,1.589,ppt,6.20,,-,,229.0,,29.7,,12.97,,0.840,ppt,0.840,ppt,61.53,,-,,188.0,,25.5,,13.54,,0.127,ppt,0.127,ppt,350.13,,-,,165.0,,31.1,,18.86,,-0.274,ppt,-0.274,ppt,197.80,,-,,589.9,,19.2,,3.25,,7.122,ppt,7.122,ppt,4.69,,-,,5848.2,,500.9,,8.57,,98.642,ppt,98.642,ppt,8.84,,-,,992.1,,94.8,,9.56,,14.122,ppt,14.122,ppt,11.69,,-,,584.0,,9.2,,1.57,,7.018,ppt,7.018,ppt,2.28,,
Gd158(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,25.7,,7.8,,30.24,,,,,,,,-,,68.6,,11.0,,16.00,,,,,,,,-,,187.3,,3.6,,1.93,,,,,,,,-,,506.2,,43.7,,8.63,,,,,,,,-,,1775.8,,23.7,,1.33,,,,,,,,-,,5214.4,,305.8,,5.86,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,467.0,,35.5,,7.60,,16.676,ppt,16.676,ppt,7.03,,-,,10917.5,,91.0,,0.83,,361.958,ppt,361.958,ppt,0.83,,-,,800.8,,61.4,,7.66,,27.707,ppt,27.707,ppt,7.32,,-,,6646.2,,80.2,,1.21,,220.837,ppt,220.837,ppt,1.20,,-,,180.2,,14.7,,8.17,,7.201,ppt,7.201,ppt,6.75,,-,,2335.8,,79.2,,3.39,,78.422,ppt,78.422,ppt,3.34,,-,,314.2,,46.1,,14.66,,11.630,ppt,11.630,ppt,13.09,,-,,2825.1,,138.2,,4.89,,94.589,ppt,94.589,ppt,4.83,,-,,0.0,,0.0,,,not def.,,,,,,,-,,471.1,,22.5,,4.77,,16.813,ppt,16.813,ppt,4.41,,-,,872.6,,16.5,,1.89,,30.079,ppt,30.079,ppt,1.81,,-,,376.0,,6.0,,1.59,,13.671,ppt,13.671,ppt,1.44,,-,,772.4,,9.4,,1.22,,26.769,ppt,26.769,ppt,1.17,,-,,179.8,,23.6,,13.12,,7.188,ppt,7.188,ppt,10.84,,-,,2403.4,,84.9,,3.53,,80.656,ppt,80.656,ppt,3.48,,-,,149.5,,28.5,,19.09,,6.188,ppt,6.188,ppt,15.24,,-,,189.8,,9.5,,5.03,,7.518,ppt,7.518,ppt,4.20,,-,,1.2,,1.7,,141.42,,,,,,,,-,,3.2,,0.6,,20.20,,1.316,ppt,1.316,ppt,1.63,,-,,2.3,,0.6,,28.28,,1.285,ppt,1.285,ppt,1.67,,-,,5.1,,2.1,,40.41,,1.379,ppt,1.379,ppt,4.97,,-,,5.1,,2.1,,40.41,,1.379,ppt,1.379,ppt,4.97,,-,,563.0,,20.1,,3.57,,19.810,ppt,19.810,ppt,3.36,,-,,8588.5,,314.1,,3.66,,284.969,ppt,284.969,ppt,3.64,,-,,4.1,,5.8,,141.42,,1.346,ppt,1.346,ppt,14.32,,-,,0.0,,0.0,,,not def.,1.210,ppt,1.210,ppt,0.00,,
Tb159(LR),-,,1.6,,2.3,,141.42,,,,,,,,-,,142.4,,29.0,,20.39,,,,,,,,-,,354.2,,17.7,,5.00,,,,,,,,-,,935.2,,8.2,,0.88,,,,,,,,-,,2524.5,,62.5,,2.47,,,,,,,,-,,8725.4,,151.0,,1.73,,,,,,,,-,,25221.6,,1.2,,0.00,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,671.4,,27.1,,4.03,,5.499,ppt,5.499,ppt,3.37,,-,,16577.9,,21.2,,0.13,,114.224,ppt,114.224,ppt,0.13,,-,,1133.9,,76.7,,6.76,,8.660,ppt,8.660,ppt,6.05,,-,,9769.2,,59.1,,0.60,,67.684,ppt,67.684,ppt,0.60,,-,,269.2,,8.2,,3.03,,2.750,ppt,2.750,ppt,2.03,,-,,3398.4,,7.1,,0.21,,24.139,ppt,24.139,ppt,0.20,,-,,506.2,,67.2,,13.28,,4.370,ppt,4.370,ppt,10.51,,-,,4184.1,,43.7,,1.05,,29.509,ppt,29.509,ppt,1.01,,-,,0.0,,0.0,,,not def.,,,,,,,-,,714.8,,34.3,,4.79,,5.796,ppt,5.796,ppt,4.04,,-,,1225.7,,31.9,,2.60,,9.288,ppt,9.288,ppt,2.35,,-,,515.3,,35.5,,6.88,,4.432,ppt,4.432,ppt,5.47,,-,,1118.0,,2.4,,0.21,,8.552,ppt,8.552,ppt,0.19,,-,,280.0,,54.2,,19.36,,2.824,ppt,2.824,ppt,13.12,,-,,3676.6,,29.5,,0.80,,26.040,ppt,26.040,ppt,0.77,,-,,195.6,,5.9,,3.02,,2.247,ppt,2.247,ppt,1.80,,-,,311.7,,11.8,,3.79,,3.041,ppt,3.041,ppt,2.65,,-,,1.8,,2.6,,141.42,,,,,,,,-,,0.0,,0.0,,,not def.,0.897,ppt,0.897,ppt,0.00,,-,,0.0,,0.0,,,not def.,0.897,ppt,0.897,ppt,0.00,,-,,0.0,,0.0,,,not def.,0.897,ppt,0.897,ppt,0.00,,-,,3.5,,5.0,,141.42,,0.922,ppt,0.922,ppt,3.71,,-,,744.1,,4.7,,0.64,,5.984,ppt,5.984,ppt,0.54,,-,,12767.3,,231.4,,1.81,,88.165,ppt,88.165,ppt,1.79,,-,,1.2,,1.7,,141.42,,0.906,ppt,0.906,ppt,1.26,,-,,1.0,,1.5,,141.42,,0.905,ppt,0.905,ppt,1.10,,
