Fe57(LR),-,,48460.2,,188.9,,0.39,,,,,,,,-,,46545.3,,413.9,,0.89,,,,,,,,-,,45175.4,,674.3,,1.49,,,,,,,,-,,44166.5,,317.5,,0.72,,,,,,,,-,,44683.7,,899.1,,2.01,,,,,,,,-,,44070.7,,717.1,,1.63,,,,,,,,-,,52643.8,,1545.3,,2.94,,,,,,,,-,,36366.1,,49.8,,0.14,,,,,,,,-,,36658.6,,235.4,,0.64,,631.990,ppt,631.990,ppt,5.39,,-,,34629.0,,745.3,,2.15,,338.123,ppt,338.123,ppt,31.92,,-,,34301.2,,253.1,,0.74,,290.665,ppt,290.665,ppt,12.61,,-,,100482.3,,207.5,,0.21,,9872.838,ppt,9872.838,ppt,0.30,,-,,35410.5,,274.5,,0.78,,451.274,ppt,451.274,ppt,8.81,,-,,34487.9,,82.0,,0.24,,317.690,ppt,317.690,ppt,3.74,,-,,34107.1,,456.4,,1.34,,262.569,ppt,262.569,ppt,25.17,,-,,35267.0,,513.4,,1.46,,430.500,ppt,430.500,ppt,17.27,,-,,36688.8,,149.9,,0.41,,,,,,,,-,,37031.9,,57.0,,0.15,,639.312,ppt,639.312,ppt,1.29,,-,,36320.8,,891.4,,2.45,,536.354,ppt,536.354,ppt,24.06,,-,,35882.0,,135.6,,0.38,,472.825,ppt,472.825,ppt,4.15,,-,,35067.7,,210.3,,0.60,,354.922,ppt,354.922,ppt,8.58,,-,,33469.2,,680.9,,2.03,,123.476,ppt,123.476,ppt,79.85,,-,,34656.6,,57.0,,0.16,,295.403,ppt,295.403,ppt,2.79,,-,,32236.4,,1183.7,,3.67,,-55.007,ppt,-55.007,ppt,311.56,,-,,32861.6,,991.1,,3.02,,35.510,ppt,35.510,ppt,404.10,,-,,33973.5,,395.8,,1.16,,,,,,,,-,,39218.1,,239.0,,0.61,,1348.998,ppt,1348.998,ppt,2.56,,-,,33890.2,,199.6,,0.59,,577.586,ppt,577.586,ppt,5.00,,-,,32105.3,,64.1,,0.20,,319.145,ppt,319.145,ppt,2.91,,-,,32334.8,,367.4,,1.14,,352.377,ppt,352.377,ppt,15.10,,-,,29284.7,,238.8,,0.82,,-89.238,ppt,-89.238,ppt,38.75,,-,,29309.8,,160.4,,0.55,,-85.597,ppt,-85.597,ppt,27.13,,-,,29186.4,,21.5,,0.07,,-103.471,ppt,-103.471,ppt,3.00,,-,,29718.2,,39.1,,0.13,,-26.473,ppt,-26.473,ppt,21.37,,
Sr88(LR),-,,213.6,,17.7,,8.31,,,,,,,,-,,331.9,,99.7,,30.05,,,,,,,,-,,452.8,,7.1,,1.56,,,,,,,,-,,891.2,,34.8,,3.90,,,,,,,,-,,2113.8,,170.9,,8.09,,,,,,,,-,,6159.3,,96.1,,1.56,,,,,,,,-,,17461.6,,245.9,,1.41,,,,,,,,-,,230.6,,57.7,,25.02,,,,,,,,-,,1859.6,,3.5,,0.19,,10.049,ppt,10.049,ppt,0.21,,-,,656.5,,53.4,,8.13,,2.812,ppt,2.812,ppt,11.41,,-,,533.5,,107.2,,20.10,,2.072,ppt,2.072,ppt,31.12,,-,,6907.0,,242.1,,3.50,,40.412,ppt,40.412,ppt,3.60,,-,,3639.3,,170.8,,4.69,,20.755,ppt,20.755,ppt,4.95,,-,,503.0,,64.0,,12.73,,1.889,ppt,1.889,ppt,20.39,,-,,8770.3,,64.1,,0.73,,51.621,ppt,51.621,ppt,0.75,,-,,2113.8,,277.5,,13.13,,11.578,ppt,11.578,ppt,14.42,,-,,191.0,,0.1,,0.06,,,,,,,,-,,274.0,,17.8,,6.49,,0.750,ppt,0.750,ppt,14.26,,-,,1635.5,,28.5,,1.74,,8.940,ppt,8.940,ppt,1.92,,-,,661.5,,39.2,,5.92,,3.081,ppt,3.081,ppt,7.65,,-,,2408.3,,295.4,,12.27,,13.589,ppt,13.589,ppt,13.08,,-,,2400.7,,106.7,,4.44,,13.543,ppt,13.543,ppt,4.74,,-,,2325.3,,35.6,,1.53,,13.089,ppt,13.089,ppt,1.63,,-,,345.0,,45.5,,13.20,,1.177,ppt,1.177,ppt,23.27,,-,,1952.6,,21.4,,1.10,,10.847,ppt,10.847,ppt,1.19,,-,,217.8,,23.8,,10.93,,,,,,,,-,,68579.9,,1978.0,,2.88,,411.482,ppt,411.482,ppt,2.89,,-,,190.9,,7.2,,3.76,,0.089,ppt,0.089,ppt,48.54,,-,,3593.9,,99.7,,2.77,,20.559,ppt,20.559,ppt,2.92,,-,,5985.5,,78.3,,1.31,,34.946,ppt,34.946,ppt,1.35,,-,,395.9,,30.4,,7.68,,1.322,ppt,1.322,ppt,13.83,,-,,2478.8,,103.2,,4.16,,13.852,ppt,13.852,ppt,4.48,,-,,1831.9,,21.3,,1.16,,9.960,ppt,9.960,ppt,1.29,,-,,1990.4,,131.8,,6.62,,10.914,ppt,10.914,ppt,7.26,,
Y89(LR),-,,55.5,,0.4,,0.67,,,,,,,,-,,2682.6,,78.2,,2.92,,,,,,,,-,,7589.4,,338.3,,4.46,,,,,,,,-,,20273.1,,46.4,,0.23,,,,,,,,-,,59932.7,,1410.2,,2.35,,,,,,,,-,,187770.2,,2856.4,,1.52,,,,,,,,-,,568844.8,,9682.3,,1.70,,,,,,,,-,,97.5,,4.0,,4.07,,,,,,,,-,,239777.6,,1394.4,,0.58,,4440.779,ppt,4440.779,ppt,0.57,,-,,161406.6,,5693.9,,3.53,,3012.460,ppt,3012.460,ppt,3.44,,-,,1028933.6,,50360.7,,4.89,,18823.221,ppt,18823.221,ppt,4.88,,-,,37493.3,,189.1,,0.50,,754.127,ppt,754.127,ppt,0.46,,-,,2813.6,,149.5,,5.31,,122.087,ppt,122.087,ppt,2.23,,-,,11759.6,,595.3,,5.06,,285.129,ppt,285.129,ppt,3.80,,-,,64693.8,,1481.4,,2.29,,1249.860,ppt,1249.860,ppt,2.16,,-,,29536.7,,1329.5,,4.50,,609.118,ppt,609.118,ppt,3.98,,-,,43.3,,18.6,,43.01,,,,,,,,-,,93.5,,16.9,,18.08,,73.500,ppt,73.500,ppt,0.42,,-,,3573.8,,57.0,,1.59,,136.929,ppt,136.929,ppt,0.76,,-,,4223.2,,7.2,,0.17,,148.766,ppt,148.766,ppt,0.09,,-,,38870.1,,859.5,,2.21,,780.208,ppt,780.208,ppt,2.01,,-,,351593.2,,5277.3,,1.50,,6479.616,ppt,6479.616,ppt,1.48,,-,,73287.8,,1793.5,,2.45,,1407.474,ppt,1407.474,ppt,2.32,,-,,125266.6,,2113.1,,1.69,,2354.793,ppt,2354.793,ppt,1.64,,-,,135.6,,21.4,,15.75,,74.268,ppt,74.268,ppt,0.52,,-,,59.6,,4.3,,7.26,,,,,,,,-,,117.1,,55.4,,47.25,,73.635,ppt,73.635,ppt,1.37,,-,,39.9,,6.7,,16.68,,72.227,ppt,72.227,ppt,0.17,,-,,317198.0,,3135.6,,0.99,,5852.463,ppt,5852.463,ppt,0.98,,-,,91947.2,,1498.5,,1.63,,1747.246,ppt,1747.246,ppt,1.56,,-,,301420.0,,3873.8,,1.29,,5564.908,ppt,5564.908,ppt,1.27,,-,,200077.4,,2847.9,,1.42,,3717.929,ppt,3717.929,ppt,1.40,,-,,100378.6,,876.2,,0.87,,1900.909,ppt,1900.909,ppt,0.84,,-,,111083.8,,637.0,,0.57,,2096.013,ppt,2096.013,ppt,0.55,,
Zr91(LR),-,,1254.9,,71.3,,5.68,,,,,,,,-,,182158.9,,7988.1,,4.39,,,,,,,,-,,500363.0,,9848.7,,1.97,,,,,,,,-,,1353517.1,,58569.8,,4.33,,,,,,,,-,,4045463.9,,49731.8,,1.23,,,,,,,,-,,12931535.9,,214336.7,,1.66,,,,,,,,-,,39418642.0,,826118.5,,2.10,,,,,,,,-,,1359.8,,24.1,,1.77,,,,,,,,-,,5058691.3,,137514.0,,2.72,,258940.294,ppt,258940.294,ppt,2.55,,-,,4922266.7,,127901.7,,2.60,,252379.001,ppt,252379.001,ppt,2.44,,-,,68814503.6,,19745.2,,0.03,,3325255.362,ppt,3325255.362,ppt,0.03,,-,,871819.4,,16801.7,,1.93,,57574.051,ppt,57574.051,ppt,1.40,,-,,309979.2,,4457.2,,1.44,,30552.534,ppt,30552.534,ppt,0.70,,-,,1566586.0,,23060.5,,1.47,,90988.625,ppt,90988.625,ppt,1.22,,-,,1801200.7,,8952.6,,0.50,,102272.347,ppt,102272.347,ppt,0.42,,-,,1362823.9,,25761.1,,1.89,,81188.755,ppt,81188.755,ppt,1.53,,-,,1658.9,,66.1,,3.98,,,,,,,,-,,2048.5,,144.7,,7.06,,15728.321,ppt,15728.321,ppt,0.04,,-,,175673.7,,10356.6,,5.90,,24078.767,ppt,24078.767,ppt,2.07,,-,,234361.2,,10284.7,,4.39,,26901.322,ppt,26901.322,ppt,1.84,,-,,1705492.8,,71580.0,,4.20,,97654.917,ppt,97654.917,ppt,3.53,,-,,4880113.1,,128.8,,0.00,,250337.250,ppt,250337.250,ppt,0.00,,-,,2227981.9,,71924.0,,3.23,,122783.864,ppt,122783.864,ppt,2.82,,-,,10858139.4,,247883.0,,2.28,,537848.479,ppt,537848.479,ppt,2.22,,-,,1805.2,,151.4,,8.39,,15716.620,ppt,15716.620,ppt,0.05,,-,,1181.3,,43.1,,3.65,,,,,,,,-,,1738.0,,354.3,,20.39,,15736.359,ppt,15736.359,ppt,0.11,,-,,1400.8,,48.2,,3.44,,15720.144,ppt,15720.144,ppt,0.01,,-,,3602480.5,,128639.6,,3.57,,188912.899,ppt,188912.899,ppt,3.27,,-,,2257588.1,,9933.1,,0.44,,124230.736,ppt,124230.736,ppt,0.38,,-,,24025139.2,,453718.2,,1.89,,1171134.030,ppt,1171134.030,ppt,1.86,,-,,4813612.7,,116988.6,,2.43,,247161.906,ppt,247161.906,ppt,2.28,,-,,3596389.7,,35413.0,,0.98,,188619.962,ppt,188619.962,ppt,0.90,,-,,15128135.4,,356031.3,,2.35,,743235.527,ppt,743235.527,ppt,2.30,,
Zr92(LR),-,,1287.8,,62.3,,4.83,,,,,,,,-,,287363.9,,10910.6,,3.80,,,,,,,,-,,788475.0,,17267.5,,2.19,,,,,,,,-,,2101189.1,,103667.7,,4.93,,,,,,,,-,,6373830.4,,21476.4,,0.34,,,,,,,,-,,20492453.8,,72572.9,,0.35,,,,,,,,-,,61565388.0,,1119836.5,,1.82,,,,,,,,-,,1595.2,,121.5,,7.62,,,,,,,,-,,7965432.4,,68152.0,,0.86,,259254.875,ppt,259254.875,ppt,0.81,,-,,7765590.7,,161004.0,,2.07,,253104.194,ppt,253104.194,ppt,1.96,,-,,108722457.2,,1618269.3,,1.49,,3360331.473,ppt,3360331.473,ppt,1.48,,-,,1376826.8,,15224.5,,1.11,,56472.284,ppt,56472.284,ppt,0.83,,-,,486503.2,,1001.0,,0.21,,29070.109,ppt,29070.109,ppt,0.11,,-,,2482143.6,,28853.3,,1.16,,90491.469,ppt,90491.469,ppt,0.98,,-,,2822386.6,,52673.6,,1.87,,100963.390,ppt,100963.390,ppt,1.61,,-,,2117241.4,,44586.6,,2.11,,79260.594,ppt,79260.594,ppt,1.73,,-,,2038.2,,253.4,,12.43,,,,,,,,-,,6401.8,,4.7,,0.07,,14280.021,ppt,14280.021,ppt,0.00,,-,,278734.1,,21362.8,,7.66,,22661.802,ppt,22661.802,ppt,2.90,,-,,365725.6,,17506.7,,4.79,,25339.208,ppt,25339.208,ppt,2.13,,-,,2634767.1,,110569.8,,4.20,,95175.248,ppt,95175.248,ppt,3.58,,-,,7647893.7,,56852.9,,0.74,,249468.107,ppt,249468.107,ppt,0.70,,-,,3511170.2,,164957.9,,4.70,,122148.979,ppt,122148.979,ppt,4.16,,-,,16944046.6,,211824.9,,1.25,,535582.970,ppt,535582.970,ppt,1.22,,-,,4121.8,,276.4,,6.70,,14209.849,ppt,14209.849,ppt,0.06,,-,,1406.8,,183.1,,13.02,,,,,,,,-,,6081.2,,418.9,,6.89,,14289.588,ppt,14289.588,ppt,0.09,,-,,5686.2,,301.0,,5.29,,14277.431,ppt,14277.431,ppt,0.06,,-,,5622849.6,,192677.7,,3.43,,187161.197,ppt,187161.197,ppt,3.17,,-,,3538044.4,,64931.6,,1.84,,122995.540,ppt,122995.540,ppt,1.62,,-,,37638598.6,,417450.1,,1.11,,1172534.576,ppt,1172534.576,ppt,1.10,,-,,7517306.4,,248963.0,,3.31,,245468.353,ppt,245468.353,ppt,3.12,,-,,5666752.8,,102904.6,,1.82,,188512.440,ppt,188512.440,ppt,1.68,,-,,23648682.9,,594737.8,,2.51,,741956.160,ppt,741956.160,ppt,2.47,,
Nb93(LR),-,,15.8,,1.8,,11.22,,,,,,,,-,,48.3,,3.2,,6.59,,,,,,,,-,,99.5,,7.1,,7.11,,,,,,,,-,,228.5,,1.4,,0.62,,,,,,,,-,,678.0,,13.4,,1.98,,,,,,,,-,,2005.5,,20.4,,1.02,,,,,,,,-,,5897.1,,125.3,,2.13,,,,,,,,-,,10.9,,1.3,,12.12,,,,,,,,-,,1392.3,,49.1,,3.53,,8.091,ppt,8.091,ppt,3.50,,-,,312.5,,4.9,,1.58,,1.865,ppt,1.865,ppt,1.53,,-,,3847.5,,102.5,,2.66,,22.249,ppt,22.249,ppt,2.66,,-,,836.3,,32.2,,3.85,,4.885,ppt,4.885,ppt,3.80,,-,,146.8,,1.8,,1.20,,0.909,ppt,0.909,ppt,1.12,,-,,131.8,,3.9,,2.95,,0.823,ppt,0.823,ppt,2.73,,-,,751.5,,54.4,,7.25,,4.397,ppt,4.397,ppt,7.14,,-,,189.8,,15.2,,8.01,,1.157,ppt,1.157,ppt,7.57,,-,,12.0,,1.4,,11.79,,,,,,,,-,,267.0,,19.8,,7.42,,1.597,ppt,1.597,ppt,7.15,,-,,185.0,,16.3,,8.79,,1.124,ppt,1.124,ppt,8.34,,-,,37.8,,1.1,,2.81,,0.275,ppt,0.275,ppt,2.23,,-,,137.8,,3.2,,2.31,,0.851,ppt,0.851,ppt,2.16,,-,,4080.1,,37.5,,0.92,,23.584,ppt,23.584,ppt,0.92,,-,,337.8,,6.0,,1.78,,2.005,ppt,2.005,ppt,1.73,,-,,982.8,,44.2,,4.50,,5.724,ppt,5.724,ppt,4.45,,-,,79.5,,9.2,,11.56,,0.515,ppt,0.515,ppt,10.28,,-,,12.9,,1.3,,10.32,,,,,,,,-,,38.0,,1.4,,3.72,,0.271,ppt,0.271,ppt,3.01,,-,,21.9,,3.5,,16.11,,0.178,ppt,0.178,ppt,11.45,,-,,1392.8,,44.2,,3.17,,8.083,ppt,8.083,ppt,3.15,,-,,154.5,,32.5,,21.05,,0.942,ppt,0.942,ppt,19.90,,-,,1331.8,,32.9,,2.47,,7.731,ppt,7.731,ppt,2.45,,-,,1585.5,,69.9,,4.41,,9.194,ppt,9.194,ppt,4.38,,-,,127.0,,6.4,,5.01,,0.784,ppt,0.784,ppt,4.68,,-,,356.0,,34.6,,9.73,,2.104,ppt,2.104,ppt,9.49,,
Ba137(LR),-,,6.3,,8.8,,141.42,,,,,,,,-,,37.6,,3.5,,9.40,,,,,,,,-,,55.8,,0.9,,1.63,,,,,,,,-,,160.8,,14.2,,8.84,,,,,,,,-,,427.5,,14.1,,3.31,,,,,,,,-,,1255.5,,10.7,,0.85,,,,,,,,-,,3684.5,,92.6,,2.51,,,,,,,,-,,9.2,,1.2,,12.86,,,,,,,,-,,352.1,,39.5,,11.23,,9.820,ppt,9.820,ppt,11.38,,-,,69.6,,27.6,,39.68,,1.830,ppt,1.830,ppt,42.67,,-,,20.2,,10.8,,53.76,,0.433,ppt,0.433,ppt,70.90,,-,,1313.4,,85.5,,6.51,,37.012,ppt,37.012,ppt,6.54,,-,,842.7,,67.6,,8.03,,23.699,ppt,23.699,ppt,8.07,,-,,38.3,,1.0,,2.66,,0.945,ppt,0.945,ppt,3.04,,-,,455.2,,24.9,,5.48,,12.737,ppt,12.737,ppt,5.54,,-,,880.5,,49.7,,5.65,,24.766,ppt,24.766,ppt,5.68,,-,,7.3,,1.5,,20.20,,,,,,,,-,,22.3,,0.1,,0.35,,0.545,ppt,0.545,ppt,0.41,,-,,759.7,,7.1,,0.94,,21.403,ppt,21.403,ppt,0.94,,-,,215.8,,42.3,,19.59,,6.019,ppt,6.019,ppt,19.86,,-,,276.5,,21.4,,7.74,,7.736,ppt,7.736,ppt,7.82,,-,,503.0,,0.1,,0.03,,14.143,ppt,14.143,ppt,0.03,,-,,433.0,,51.4,,11.88,,12.164,ppt,12.164,ppt,11.96,,-,,29.2,,5.9,,20.15,,0.742,ppt,0.742,ppt,22.45,,-,,203.4,,39.1,,19.22,,5.670,ppt,5.670,ppt,19.51,,-,,3.1,,4.4,,141.42,,,,,,,,-,,1665.7,,71.2,,4.28,,47.149,ppt,47.149,ppt,4.27,,-,,167.4,,23.7,,14.13,,4.769,ppt,4.769,ppt,14.04,,-,,626.3,,117.5,,18.76,,17.749,ppt,17.749,ppt,18.72,,-,,239.1,,45.9,,19.19,,6.796,ppt,6.796,ppt,19.09,,-,,46.0,,29.6,,64.40,,1.334,ppt,1.334,ppt,62.81,,-,,430.0,,74.7,,17.37,,12.197,ppt,12.197,ppt,17.33,,-,,151.2,,15.1,,9.95,,4.311,ppt,4.311,ppt,9.88,,-,,371.3,,20.1,,5.42,,10.535,ppt,10.535,ppt,5.40,,
La138(LR),-,,46.5,,3.9,,8.35,,,,,,,,-,,174.6,,9.5,,5.43,,,,,,,,-,,457.5,,0.2,,0.05,,,,,,,,-,,862.6,,12.4,,1.44,,,,,,,,-,,2651.8,,33.8,,1.27,,,,,,,,-,,8033.4,,119.0,,1.48,,,,,,,,-,,23158.7,,441.4,,1.91,,,,,,,,-,,43.6,,0.5,,1.13,,,,,,,,-,,2717.3,,37.3,,1.37,,4.071,ppt,4.071,ppt,1.37,,-,,580.5,,28.0,,4.82,,0.873,ppt,0.873,ppt,4.80,,-,,223.4,,2.1,,0.95,,0.339,ppt,0.339,ppt,0.94,,-,,8631.4,,128.9,,1.49,,12.923,ppt,12.923,ppt,1.49,,-,,5178.4,,120.8,,2.33,,7.755,ppt,7.755,ppt,2.33,,-,,373.3,,25.7,,6.88,,0.563,ppt,0.563,ppt,6.83,,-,,3123.6,,68.0,,2.18,,4.679,ppt,4.679,ppt,2.17,,-,,5650.3,,170.8,,3.02,,8.461,ppt,8.461,ppt,3.02,,-,,39.4,,2.0,,5.03,,,,,,,,-,,124.0,,2.5,,2.00,,0.196,ppt,0.196,ppt,1.89,,-,,4518.8,,95.1,,2.10,,6.774,ppt,6.774,ppt,2.10,,-,,1496.3,,2.4,,0.16,,2.250,ppt,2.250,ppt,0.16,,-,,1852.6,,35.8,,1.93,,2.783,ppt,2.783,ppt,1.92,,-,,3854.6,,62.4,,1.62,,5.780,ppt,5.780,ppt,1.62,,-,,2822.3,,84.1,,2.98,,4.235,ppt,4.235,ppt,2.97,,-,,334.2,,87.1,,26.05,,0.511,ppt,0.511,ppt,25.51,,-,,1394.2,,35.5,,2.55,,2.097,ppt,2.097,ppt,2.53,,-,,39.2,,5.5,,14.07,,,,,,,,-,,11808.3,,204.3,,1.73,,17.684,ppt,17.684,ppt,1.73,,-,,977.0,,27.5,,2.82,,1.473,ppt,1.473,ppt,2.79,,-,,4740.4,,37.5,,0.79,,7.106,ppt,7.106,ppt,0.79,,-,,1565.8,,22.6,,1.44,,2.354,ppt,2.354,ppt,1.43,,-,,261.9,,1.8,,0.70,,0.403,ppt,0.403,ppt,0.68,,-,,3041.9,,38.5,,1.26,,4.564,ppt,4.564,ppt,1.26,,-,,945.0,,7.4,,0.78,,1.425,ppt,1.425,ppt,0.77,,-,,2256.6,,39.5,,1.75,,3.388,ppt,3.388,ppt,1.75,,
La139(LR),-,,2.5,,0.9,,34.18,,,,,,,,-,,14.7,,0.7,,4.81,,,,,,,,-,,42.8,,4.7,,10.90,,,,,,,,-,,85.8,,1.3,,1.56,,,,,,,,-,,252.2,,0.0,,0.00,,,,,,,,-,,775.5,,11.2,,1.45,,,,,,,,-,,2316.1,,37.3,,1.61,,,,,,,,-,,3.2,,0.1,,4.17,,,,,,,,-,,4144.6,,90.7,,2.19,,62.123,ppt,62.123,ppt,2.19,,-,,1104.9,,9.9,,0.90,,16.641,ppt,16.641,ppt,0.89,,-,,28.5,,1.9,,6.69,,0.536,ppt,0.536,ppt,5.33,,-,,1132.9,,7.6,,0.67,,17.060,ppt,17.060,ppt,0.67,,-,,253.1,,6.2,,2.46,,3.896,ppt,3.896,ppt,2.39,,-,,16.3,,1.1,,6.53,,0.352,ppt,0.352,ppt,4.51,,-,,902.0,,1.8,,0.20,,13.604,ppt,13.604,ppt,0.19,,-,,506.0,,0.8,,0.17,,7.680,ppt,7.680,ppt,0.17,,-,,2.8,,0.7,,23.62,,,,,,,,-,,8.8,,0.9,,10.51,,0.246,ppt,0.246,ppt,5.59,,-,,61.8,,2.1,,3.32,,1.039,ppt,1.039,ppt,2.95,,-,,26.0,,5.8,,22.30,,0.504,ppt,0.504,ppt,17.20,,-,,104.4,,12.7,,12.15,,1.677,ppt,1.677,ppt,11.31,,-,,6993.1,,139.7,,2.00,,104.749,ppt,104.749,ppt,1.99,,-,,2136.1,,69.2,,3.24,,32.077,ppt,32.077,ppt,3.23,,-,,12.4,,0.9,,7.44,,0.300,ppt,0.300,ppt,4.58,,-,,38.8,,1.3,,3.47,,0.695,ppt,0.695,ppt,2.89,,-,,2.8,,1.6,,58.06,,,,,,,,-,,49.0,,4.5,,9.10,,0.848,ppt,0.848,ppt,7.86,,-,,63.7,,78.8,,123.66,,1.069,ppt,1.069,ppt,110.31,,-,,6378.4,,142.9,,2.24,,95.553,ppt,95.553,ppt,2.24,,-,,1448.5,,30.5,,2.11,,21.789,ppt,21.789,ppt,2.10,,-,,14.6,,0.1,,0.97,,0.334,ppt,0.334,ppt,0.63,,-,,9417.8,,146.7,,1.56,,141.029,ppt,141.029,ppt,1.56,,-,,3011.3,,37.8,,1.25,,45.172,ppt,45.172,ppt,1.25,,-,,38.5,,4.3,,11.19,,0.692,ppt,0.692,ppt,9.32,,
Ce140(LR),-,,5.6,,0.9,,15.71,,,,,,,,-,,70.8,,6.8,,9.55,,,,,,,,-,,194.0,,1.4,,0.73,,,,,,,,-,,480.5,,27.6,,5.74,,,,,,,,-,,1357.5,,60.1,,4.43,,,,,,,,-,,4233.6,,47.4,,1.12,,,,,,,,-,,12585.2,,341.2,,2.71,,,,,,,,-,,5.9,,3.0,,51.15,,,,,,,,-,,54864.9,,964.2,,1.76,,754.969,ppt,754.969,ppt,1.76,,-,,3521.3,,16.3,,0.46,,49.130,ppt,49.130,ppt,0.46,,-,,13909.3,,657.6,,4.73,,191.938,ppt,191.938,ppt,4.71,,-,,13580.5,,379.5,,2.79,,187.418,ppt,187.418,ppt,2.78,,-,,513.0,,19.8,,3.86,,7.774,ppt,7.774,ppt,3.50,,-,,231.0,,36.8,,15.92,,3.897,ppt,3.897,ppt,12.97,,-,,24579.9,,456.1,,1.86,,338.630,ppt,338.630,ppt,1.85,,-,,1459.6,,12.1,,0.83,,20.787,ppt,20.787,ppt,0.80,,-,,4.8,,3.2,,66.99,,,,,,,,-,,16.9,,2.7,,16.23,,0.970,ppt,0.970,ppt,3.90,,-,,361.0,,18.4,,5.09,,5.699,ppt,5.699,ppt,4.43,,-,,235.0,,17.0,,7.22,,3.967,ppt,3.967,ppt,5.88,,-,,822.5,,21.9,,2.67,,12.044,ppt,12.044,ppt,2.50,,-,,112161.5,,1100.1,,0.98,,1542.664,ppt,1542.664,ppt,0.98,,-,,4294.7,,126.6,,2.95,,59.777,ppt,59.777,ppt,2.91,,-,,3745.0,,9.9,,0.26,,52.220,ppt,52.220,ppt,0.26,,-,,101.5,,7.8,,7.66,,2.132,ppt,2.132,ppt,5.02,,-,,11.3,,5.3,,47.14,,,,,,,,-,,181.5,,0.7,,0.39,,3.142,ppt,3.142,ppt,0.31,,-,,14.7,,0.4,,2.67,,0.850,ppt,0.850,ppt,0.64,,-,,95730.0,,2536.5,,2.65,,1316.684,ppt,1316.684,ppt,2.65,,-,,1976.3,,78.6,,3.97,,27.817,ppt,27.817,ppt,3.88,,-,,5184.1,,72.2,,1.39,,71.914,ppt,71.914,ppt,1.38,,-,,83494.1,,1241.3,,1.49,,1148.473,ppt,1148.473,ppt,1.49,,-,,3836.0,,144.3,,3.76,,53.383,ppt,53.383,ppt,3.72,,-,,2617.6,,33.2,,1.27,,36.632,ppt,36.632,ppt,1.24,,
Pr141(LR),-,,63.5,,9.2,,14.48,,,,,,,,-,,17.9,,14.0,,78.18,,,,,,,,-,,47.5,,4.9,,10.42,,,,,,,,-,,116.0,,4.2,,3.66,,,,,,,,-,,364.0,,1.4,,0.39,,,,,,,,-,,1055.5,,31.8,,3.01,,,,,,,,-,,3102.4,,76.5,,2.47,,,,,,,,-,,64.9,,4.1,,6.30,,,,,,,,-,,5877.5,,58.1,,0.99,,65.680,ppt,65.680,ppt,0.99,,-,,2042.5,,33.2,,1.63,,22.854,ppt,22.854,ppt,1.62,,-,,410.0,,18.4,,4.48,,4.624,ppt,4.624,ppt,4.44,,-,,1165.5,,33.2,,2.85,,13.061,ppt,13.061,ppt,2.84,,-,,405.0,,7.1,,1.75,,4.569,ppt,4.569,ppt,1.73,,-,,26.8,,1.7,,6.45,,0.345,ppt,0.345,ppt,5.60,,-,,1341.5,,9.2,,0.69,,15.026,ppt,15.026,ppt,0.68,,-,,700.5,,6.4,,0.91,,7.868,ppt,7.868,ppt,0.90,,-,,61.5,,6.4,,10.35,,,,,,,,-,,94.0,,1.4,,1.50,,1.133,ppt,1.133,ppt,1.39,,-,,134.0,,0.0,,0.00,,1.580,ppt,1.580,ppt,0.00,,-,,94.9,,4.1,,4.31,,1.143,ppt,1.143,ppt,3.99,,-,,76.5,,19.1,,24.96,,0.938,ppt,0.938,ppt,22.73,,-,,9423.2,,323.3,,3.43,,105.313,ppt,105.313,ppt,3.43,,-,,2782.5,,24.7,,0.89,,31.156,ppt,31.156,ppt,0.89,,-,,108.7,,20.7,,19.09,,1.297,ppt,1.297,ppt,17.85,,-,,110.6,,2.3,,2.06,,1.319,ppt,1.319,ppt,1.93,,-,,74.0,,4.2,,5.73,,,,,,,,-,,39.8,,8.2,,20.54,,0.388,ppt,0.388,ppt,23.49,,-,,19.4,,0.8,,4.04,,0.161,ppt,0.161,ppt,5.44,,-,,6218.4,,41.7,,0.67,,69.385,ppt,69.385,ppt,0.67,,-,,1784.1,,48.9,,2.74,,19.867,ppt,19.867,ppt,2.75,,-,,143.0,,39.6,,27.69,,1.541,ppt,1.541,ppt,28.69,,-,,4375.3,,31.0,,0.71,,48.803,ppt,48.803,ppt,0.71,,-,,2044.0,,53.8,,2.63,,22.769,ppt,22.769,ppt,2.64,,-,,89.0,,4.2,,4.77,,0.938,ppt,0.938,ppt,5.05,,
