Nd146(LR),-,,59.1,,4.4,,7.44,,,,,,,,-,,22.9,,13.6,,59.14,,,,,,,,-,,42.0,,8.5,,20.20,,,,,,,,-,,73.5,,19.1,,25.98,,,,,,,,-,,203.0,,15.6,,7.66,,,,,,,,-,,456.5,,10.6,,2.32,,,,,,,,-,,1168.5,,81.3,,6.96,,,,,,,,-,,75.5,,9.2,,12.18,,,,,,,,-,,5717.9,,40.5,,0.71,,343.430,ppt,343.430,ppt,0.71,,-,,2317.5,,40.3,,1.74,,137.273,ppt,137.273,ppt,1.78,,-,,1410.1,,15.5,,1.10,,82.258,ppt,82.258,ppt,1.14,,-,,1205.5,,57.3,,4.75,,69.855,ppt,69.855,ppt,4.97,,-,,306.0,,8.5,,2.77,,15.320,ppt,15.320,ppt,3.36,,-,,92.1,,0.2,,0.17,,2.353,ppt,2.353,ppt,0.40,,-,,1356.0,,1.4,,0.10,,78.981,ppt,78.981,ppt,0.11,,-,,737.5,,31.8,,4.31,,41.481,ppt,41.481,ppt,4.65,,-,,63.5,,6.4,,10.02,,,,,,,,-,,87.5,,6.4,,7.27,,2.801,ppt,2.801,ppt,13.78,,-,,128.0,,2.8,,2.21,,5.256,ppt,5.256,ppt,3.26,,-,,86.5,,3.5,,4.09,,2.740,ppt,2.740,ppt,7.82,,-,,127.5,,21.9,,17.19,,5.226,ppt,5.226,ppt,25.43,,-,,9201.2,,165.0,,1.79,,555.342,ppt,555.342,ppt,1.80,,-,,2704.0,,72.2,,2.67,,161.435,ppt,161.435,ppt,2.71,,-,,263.0,,36.8,,13.98,,13.441,ppt,13.441,ppt,16.59,,-,,124.5,,6.4,,5.11,,5.044,ppt,5.044,ppt,7.65,,-,,82.0,,14.1,,17.25,,,,,,,,-,,56.5,,4.9,,8.76,,-0.200,ppt,-0.200,ppt,149.70,,-,,52.5,,2.1,,4.04,,-0.443,ppt,-0.443,ppt,29.03,,-,,6358.5,,174.8,,2.75,,381.874,ppt,381.874,ppt,2.78,,-,,1935.3,,23.4,,1.21,,113.710,ppt,113.710,ppt,1.25,,-,,452.0,,48.1,,10.64,,23.778,ppt,23.778,ppt,12.26,,-,,4150.6,,6.3,,0.15,,248.013,ppt,248.013,ppt,0.15,,-,,2103.5,,10.6,,0.50,,123.905,ppt,123.905,ppt,0.52,,-,,284.5,,33.2,,11.68,,13.623,ppt,13.623,ppt,14.79,,
Sm152(LR),-,,1.4,,1.9,,141.42,,,,,,,,-,,15.8,,3.6,,23.02,,,,,,,,-,,29.0,,3.6,,12.32,,,,,,,,-,,117.6,,12.3,,10.50,,,,,,,,-,,310.9,,20.0,,6.45,,,,,,,,-,,1028.7,,15.3,,1.49,,,,,,,,-,,2889.2,,35.5,,1.23,,,,,,,,-,,2.5,,3.5,,141.42,,,,,,,,-,,5056.3,,21.2,,0.42,,181.181,ppt,181.181,ppt,0.42,,-,,2133.8,,156.9,,7.35,,76.584,ppt,76.584,ppt,7.33,,-,,3278.2,,78.0,,2.38,,117.541,ppt,117.541,ppt,2.37,,-,,1028.6,,53.1,,5.16,,37.029,ppt,37.029,ppt,5.13,,-,,14.9,,9.3,,62.85,,0.746,ppt,0.746,ppt,44.80,,-,,18.5,,15.8,,85.41,,0.877,ppt,0.877,ppt,64.55,,-,,1441.7,,52.0,,3.61,,51.814,ppt,51.814,ppt,3.59,,-,,598.8,,49.5,,8.27,,21.645,ppt,21.645,ppt,8.18,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2.7,,0.9,,32.64,,0.399,ppt,0.399,ppt,7.85,,-,,23.1,,11.6,,50.37,,1.128,ppt,1.128,ppt,36.85,,-,,24.9,,3.9,,15.64,,1.193,ppt,1.193,ppt,11.67,,-,,102.2,,20.0,,19.54,,3.961,ppt,3.961,ppt,18.05,,-,,9550.0,,56.7,,0.59,,342.099,ppt,342.099,ppt,0.59,,-,,2225.6,,88.4,,3.97,,79.957,ppt,79.957,ppt,3.96,,-,,210.6,,36.6,,17.37,,7.841,ppt,7.841,ppt,16.70,,-,,2.4,,0.5,,20.20,,0.389,ppt,0.389,ppt,4.47,,-,,0.0,,0.0,,,not def.,,,,,,,-,,3.5,,2.0,,58.23,,0.428,ppt,0.428,ppt,17.06,,-,,0.0,,0.0,,,not def.,0.303,ppt,0.303,ppt,0.00,,-,,6346.3,,161.9,,2.55,,227.438,ppt,227.438,ppt,2.55,,-,,1734.8,,10.6,,0.61,,62.391,ppt,62.391,ppt,0.61,,-,,600.4,,11.7,,1.96,,21.791,ppt,21.791,ppt,1.93,,-,,4299.2,,34.3,,0.80,,154.171,ppt,154.171,ppt,0.80,,-,,1949.4,,11.8,,0.61,,70.074,ppt,70.074,ppt,0.60,,-,,225.0,,11.9,,5.28,,8.356,ppt,8.356,ppt,5.09,,
Eu151(LR),-,,2.5,,0.4,,17.68,,,,,,,,-,,29.6,,3.7,,12.47,,,,,,,,-,,89.0,,4.2,,4.77,,,,,,,,-,,242.0,,18.4,,7.60,,,,,,,,-,,711.5,,68.6,,9.64,,,,,,,,-,,1775.1,,70.1,,3.95,,,,,,,,-,,3844.5,,118.2,,3.07,,,,,,,,-,,267.5,,7.8,,2.91,,,,,,,,-,,2216.0,,99.0,,4.47,,32.784,ppt,32.784,ppt,5.48,,-,,1392.6,,89.8,,6.45,,17.855,ppt,17.855,ppt,9.12,,-,,5251.0,,213.8,,4.07,,87.811,ppt,87.811,ppt,4.41,,-,,822.0,,15.6,,1.89,,7.510,ppt,7.510,ppt,3.76,,-,,254.0,,9.9,,3.90,,-2.788,ppt,-2.788,ppt,6.44,,-,,315.5,,43.1,,13.67,,-1.673,ppt,-1.673,ppt,46.76,,-,,841.5,,47.4,,5.63,,7.864,ppt,7.864,ppt,10.92,,-,,535.5,,43.1,,8.05,,2.316,ppt,2.316,ppt,33.76,,-,,148.0,,7.1,,4.78,,,,,,,,-,,119.0,,28.3,,23.77,,-3.069,ppt,-3.069,ppt,16.71,,-,,123.5,,6.4,,5.15,,-2.987,ppt,-2.987,ppt,3.86,,-,,123.0,,36.8,,29.89,,-2.996,ppt,-2.996,ppt,22.25,,-,,280.5,,75.7,,26.97,,-0.140,ppt,-0.140,ppt,976.37,,-,,4132.1,,277.3,,6.71,,69.690,ppt,69.690,ppt,7.21,,-,,1204.5,,46.0,,3.82,,16.612,ppt,16.612,ppt,5.02,,-,,1260.1,,193.8,,15.38,,17.619,ppt,17.619,ppt,19.94,,-,,290.0,,32.5,,11.22,,0.032,ppt,0.032,ppt,1857.77,,-,,127.5,,13.4,,10.54,,,,,,,,-,,110.5,,26.2,,23.68,,-2.851,ppt,-2.851,ppt,16.64,,-,,86.0,,33.9,,39.47,,-3.295,ppt,-3.295,ppt,18.67,,-,,2621.0,,172.5,,6.58,,42.665,ppt,42.665,ppt,7.33,,-,,1015.0,,131.5,,12.96,,13.548,ppt,13.548,ppt,17.60,,-,,2696.1,,440.0,,16.32,,44.027,ppt,44.027,ppt,18.12,,-,,2583.0,,80.6,,3.12,,41.976,ppt,41.976,ppt,3.48,,-,,1490.1,,32.6,,2.19,,22.161,ppt,22.161,ppt,2.66,,-,,2106.4,,345.9,,16.42,,33.336,ppt,33.336,ppt,18.81,,
Gd158(LR),-,,10.1,,0.3,,2.89,,,,,,,,-,,40.6,,2.6,,6.39,,,,,,,,-,,69.4,,11.3,,16.34,,,,,,,,-,,197.7,,15.8,,7.99,,,,,,,,-,,556.2,,22.3,,4.01,,,,,,,,-,,1766.5,,13.1,,0.74,,,,,,,,-,,5159.1,,159.3,,3.09,,,,,,,,-,,16.6,,10.4,,63.12,,,,,,,,-,,8404.4,,2.4,,0.03,,282.003,ppt,282.003,ppt,0.03,,-,,4461.1,,152.1,,3.41,,149.855,ppt,149.855,ppt,3.40,,-,,14676.3,,723.0,,4.93,,492.185,ppt,492.185,ppt,4.92,,-,,1692.3,,82.7,,4.89,,57.067,ppt,57.067,ppt,4.86,,-,,49.8,,2.5,,4.98,,2.024,ppt,2.024,ppt,4.10,,-,,96.1,,0.3,,0.30,,3.577,ppt,3.577,ppt,0.27,,-,,2541.1,,119.3,,4.69,,85.512,ppt,85.512,ppt,4.67,,-,,1182.3,,109.8,,9.28,,39.977,ppt,39.977,ppt,9.20,,-,,6.9,,1.9,,28.28,,,,,,,,-,,6.8,,0.8,,11.98,,0.906,ppt,0.906,ppt,3.00,,-,,91.3,,11.9,,13.01,,3.739,ppt,3.739,ppt,10.65,,-,,62.7,,18.4,,29.34,,2.781,ppt,2.781,ppt,22.17,,-,,508.7,,30.7,,6.03,,17.726,ppt,17.726,ppt,5.80,,-,,15390.4,,436.0,,2.83,,516.442,ppt,516.442,ppt,2.83,,-,,3527.8,,230.1,,6.52,,118.903,ppt,118.903,ppt,6.48,,-,,1124.6,,35.5,,3.15,,38.366,ppt,38.366,ppt,3.10,,-,,8.8,,3.1,,35.36,,0.975,ppt,0.975,ppt,10.70,,-,,7.4,,5.9,,78.78,,,,,,,,-,,13.9,,0.9,,6.64,,1.124,ppt,1.124,ppt,2.74,,-,,3.9,,2.2,,56.57,,0.792,ppt,0.792,ppt,9.40,,-,,12209.0,,167.8,,1.37,,409.809,ppt,409.809,ppt,1.37,,-,,3305.8,,15.5,,0.47,,111.445,ppt,111.445,ppt,0.46,,-,,3148.9,,48.5,,1.54,,106.187,ppt,106.187,ppt,1.53,,-,,7909.3,,116.9,,1.48,,265.716,ppt,265.716,ppt,1.47,,-,,3717.3,,99.1,,2.67,,125.235,ppt,125.235,ppt,2.65,,-,,1075.3,,34.2,,3.18,,36.697,ppt,36.697,ppt,3.12,,
Tb159(LR),-,,3.4,,1.0,,28.28,,,,,,,,-,,134.8,,7.1,,5.25,,,,,,,,-,,358.4,,28.3,,7.89,,,,,,,,-,,861.7,,67.4,,7.82,,,,,,,,-,,2704.8,,123.9,,4.58,,,,,,,,-,,8421.0,,276.4,,3.28,,,,,,,,-,,24706.0,,745.7,,3.02,,,,,,,,-,,8.7,,2.3,,26.37,,,,,,,,-,,9042.3,,217.3,,2.40,,63.929,ppt,63.929,ppt,2.38,,-,,4764.9,,79.1,,1.66,,34.024,ppt,34.024,ppt,1.63,,-,,19335.0,,1733.4,,8.97,,135.891,ppt,135.891,ppt,8.92,,-,,1861.7,,17.7,,0.95,,13.725,ppt,13.725,ppt,0.90,,-,,51.9,,13.4,,25.90,,1.072,ppt,1.072,ppt,8.76,,-,,150.5,,3.7,,2.45,,1.762,ppt,1.762,ppt,1.46,,-,,2958.4,,17.7,,0.60,,21.394,ppt,21.394,ppt,0.58,,-,,1279.9,,42.5,,3.32,,9.658,ppt,9.658,ppt,3.08,,-,,7.9,,3.4,,43.04,,,,,,,,-,,7.5,,2.8,,37.22,,0.767,ppt,0.767,ppt,2.53,,-,,83.8,,3.7,,4.38,,1.301,ppt,1.301,ppt,1.97,,-,,72.2,,15.3,,21.21,,1.220,ppt,1.220,ppt,8.77,,-,,658.0,,8.3,,1.26,,5.316,ppt,5.316,ppt,1.09,,-,,16694.3,,352.0,,2.11,,117.433,ppt,117.433,ppt,2.10,,-,,3673.1,,34.3,,0.93,,26.395,ppt,26.395,ppt,0.91,,-,,1730.6,,103.9,,6.01,,12.815,ppt,12.815,ppt,5.67,,-,,5.8,,3.5,,60.61,,0.756,ppt,0.756,ppt,3.24,,-,,3.7,,5.2,,141.42,,,,,,,,-,,3.3,,0.0,,0.00,,0.768,ppt,0.768,ppt,0.00,,-,,3.4,,1.0,,28.28,,0.769,ppt,0.769,ppt,0.88,,-,,13647.3,,77.9,,0.57,,96.160,ppt,96.160,ppt,0.57,,-,,3759.8,,145.2,,3.86,,27.032,ppt,27.032,ppt,3.76,,-,,4620.7,,77.9,,1.69,,33.050,ppt,33.050,ppt,1.65,,-,,8914.6,,443.0,,4.97,,63.072,ppt,63.072,ppt,4.91,,-,,4153.1,,134.6,,3.24,,29.781,ppt,29.781,ppt,3.16,,-,,1542.8,,27.2,,1.76,,11.532,ppt,11.532,ppt,1.65,,
Dy163(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,65.3,,9.8,,15.04,,,,,,,,-,,195.1,,7.1,,3.64,,,,,,,,-,,561.2,,21.3,,3.80,,,,,,,,-,,1541.5,,3.5,,0.23,,,,,,,,-,,5158.6,,62.1,,1.20,,,,,,,,-,,15170.9,,223.6,,1.47,,,,,,,,-,,5.6,,7.9,,141.42,,,,,,,,-,,19627.6,,85.2,,0.43,,448.234,ppt,448.234,ppt,0.43,,-,,11357.6,,173.8,,1.53,,260.237,ppt,260.237,ppt,1.52,,-,,58164.3,,7771.6,,13.36,,1324.270,ppt,1324.270,ppt,13.34,,-,,3724.2,,76.2,,2.05,,86.710,ppt,86.710,ppt,2.00,,-,,173.8,,37.2,,21.42,,6.002,ppt,6.002,ppt,14.10,,-,,452.1,,1.8,,0.40,,12.328,ppt,12.328,ppt,0.33,,-,,6176.9,,83.4,,1.35,,142.467,ppt,142.467,ppt,1.33,,-,,2541.8,,81.5,,3.21,,59.833,ppt,59.833,ppt,3.10,,-,,3.0,,0.2,,8.32,,,,,,,,-,,5.2,,1.5,,28.28,,2.228,ppt,2.228,ppt,1.50,,-,,220.1,,14.2,,6.46,,7.114,ppt,7.114,ppt,4.54,,-,,205.6,,4.2,,2.03,,6.783,ppt,6.783,ppt,1.40,,-,,1862.4,,63.9,,3.43,,44.447,ppt,44.447,ppt,3.27,,-,,32507.3,,577.1,,1.78,,741.081,ppt,741.081,ppt,1.77,,-,,6787.5,,180.9,,2.66,,156.407,ppt,156.407,ppt,2.63,,-,,5587.6,,62.0,,1.11,,129.129,ppt,129.129,ppt,1.09,,-,,9.5,,1.7,,17.68,,2.326,ppt,2.326,ppt,1.65,,-,,3.1,,4.4,,141.42,,,,,,,,-,,10.0,,0.9,,9.43,,2.334,ppt,2.334,ppt,0.92,,-,,4.3,,1.7,,39.60,,2.204,ppt,2.204,ppt,1.77,,-,,27616.0,,94.2,,0.34,,629.885,ppt,629.885,ppt,0.34,,-,,7649.1,,193.3,,2.53,,175.988,ppt,175.988,ppt,2.50,,-,,14757.0,,330.0,,2.24,,337.569,ppt,337.569,ppt,2.22,,-,,18271.2,,108.3,,0.59,,417.455,ppt,417.455,ppt,0.59,,-,,8481.6,,143.6,,1.69,,194.914,ppt,194.914,ppt,1.68,,-,,4731.1,,53.2,,1.13,,109.655,ppt,109.655,ppt,1.10,,
Ho165(LR),-,,16.3,,12.4,,76.15,,,,,,,,-,,344.3,,44.3,,12.87,,,,,,,,-,,899.6,,39.1,,4.34,,,,,,,,-,,2410.3,,115.2,,4.78,,,,,,,,-,,7133.7,,49.7,,0.70,,,,,,,,-,,22454.8,,221.8,,0.99,,,,,,,,-,,66312.4,,739.6,,1.12,,,,,,,,-,,13.2,,1.0,,7.44,,,,,,,,-,,19139.5,,86.9,,0.45,,101.437,ppt,101.437,ppt,0.45,,-,,12766.2,,271.3,,2.12,,68.237,ppt,68.237,ppt,2.07,,-,,82707.4,,8536.5,,10.32,,432.590,ppt,432.590,ppt,10.28,,-,,3393.3,,51.5,,1.52,,19.409,ppt,19.409,ppt,1.38,,-,,224.0,,72.7,,32.44,,2.899,ppt,2.899,ppt,13.06,,-,,806.9,,46.1,,5.72,,5.935,ppt,5.935,ppt,4.05,,-,,5754.2,,14.2,,0.25,,31.708,ppt,31.708,ppt,0.23,,-,,2623.4,,51.3,,1.96,,15.399,ppt,15.399,ppt,1.74,,-,,19.9,,3.3,,16.81,,,,,,,,-,,34.7,,9.8,,28.28,,1.878,ppt,1.878,ppt,2.72,,-,,279.0,,16.1,,5.78,,3.151,ppt,3.151,ppt,2.67,,-,,324.1,,76.3,,23.54,,3.386,ppt,3.386,ppt,11.74,,-,,2994.4,,44.4,,1.48,,17.296,ppt,17.296,ppt,1.34,,-,,28601.4,,522.1,,1.83,,150.694,ppt,150.694,ppt,1.80,,-,,6564.4,,74.5,,1.14,,35.894,ppt,35.894,ppt,1.08,,-,,8934.4,,67.3,,0.75,,48.240,ppt,48.240,ppt,0.73,,-,,31.8,,6.1,,19.14,,1.863,ppt,1.863,ppt,1.70,,-,,20.8,,2.0,,9.43,,,,,,,,-,,17.2,,6.6,,38.57,,1.782,ppt,1.782,ppt,1.94,,-,,18.6,,5.1,,27.44,,1.789,ppt,1.789,ppt,1.49,,-,,25465.7,,81.6,,0.32,,134.354,ppt,134.354,ppt,0.32,,-,,8219.6,,361.8,,4.40,,44.512,ppt,44.512,ppt,4.23,,-,,23071.1,,546.7,,2.37,,121.879,ppt,121.879,ppt,2.34,,-,,16533.5,,67.5,,0.41,,87.822,ppt,87.822,ppt,0.40,,-,,8580.8,,70.9,,0.83,,46.393,ppt,46.393,ppt,0.80,,-,,8079.2,,120.5,,1.49,,43.780,ppt,43.780,ppt,1.43,,
Er166(LR),-,,5.9,,0.5,,8.32,,,,,,,,-,,354.3,,1.7,,0.49,,,,,,,,-,,954.8,,7.1,,0.75,,,,,,,,-,,2588.3,,8.8,,0.34,,,,,,,,-,,7982.6,,168.4,,2.11,,,,,,,,-,,25199.7,,209.5,,0.83,,,,,,,,-,,73710.4,,1557.3,,2.11,,,,,,,,-,,15.6,,13.3,,84.85,,,,,,,,-,,23780.1,,168.7,,0.71,,338.981,ppt,338.981,ppt,0.70,,-,,17027.8,,177.3,,1.04,,244.140,ppt,244.140,ppt,1.02,,-,,123462.8,,11967.6,,9.69,,1739.102,ppt,1739.102,ppt,9.67,,-,,3860.8,,42.6,,1.10,,59.199,ppt,59.199,ppt,1.01,,-,,327.9,,39.0,,11.89,,9.576,ppt,9.576,ppt,5.72,,-,,1386.0,,99.2,,7.16,,24.439,ppt,24.439,ppt,5.70,,-,,6866.6,,207.4,,3.02,,101.417,ppt,101.417,ppt,2.87,,-,,3136.2,,120.6,,3.85,,49.021,ppt,49.021,ppt,3.46,,-,,6.3,,4.4,,70.71,,,,,,,,-,,8.3,,3.9,,47.14,,5.220,ppt,5.220,ppt,1.06,,-,,394.4,,72.8,,18.45,,10.642,ppt,10.642,ppt,9.60,,-,,470.9,,14.2,,3.02,,11.717,ppt,11.717,ppt,1.70,,-,,4517.9,,74.5,,1.65,,68.560,ppt,68.560,ppt,1.53,,-,,32868.9,,129.6,,0.39,,466.772,ppt,466.772,ppt,0.39,,-,,7612.7,,230.5,,3.03,,112.029,ppt,112.029,ppt,2.89,,-,,14877.5,,212.9,,1.43,,214.068,ppt,214.068,ppt,1.40,,-,,13.7,,4.2,,30.74,,5.295,ppt,5.295,ppt,1.12,,-,,4.9,,1.9,,38.57,,,,,,,,-,,5.0,,7.1,,141.42,,5.192,ppt,5.192,ppt,1.91,,-,,8.3,,3.9,,47.14,,5.239,ppt,5.239,ppt,1.05,,-,,29667.2,,232.6,,0.78,,421.820,ppt,421.820,ppt,0.77,,-,,10400.6,,285.6,,2.75,,151.206,ppt,151.206,ppt,2.65,,-,,37249.0,,431.6,,1.16,,528.313,ppt,528.313,ppt,1.15,,-,,20296.4,,456.0,,2.25,,290.200,ppt,290.200,ppt,2.21,,-,,11047.8,,79.9,,0.72,,160.297,ppt,160.297,ppt,0.70,,-,,13571.5,,477.0,,3.52,,195.744,ppt,195.744,ppt,3.42,,
Tm169(LR),-,,15.4,,10.0,,64.98,,,,,,,,-,,1190.6,,14.2,,1.19,,,,,,,,-,,3291.7,,134.7,,4.09,,,,,,,,-,,8883.0,,338.7,,3.81,,,,,,,,-,,26454.9,,319.5,,1.21,,,,,,,,-,,83770.9,,87.3,,0.10,,,,,,,,-,,242185.0,,2778.9,,1.15,,,,,,,,-,,52.1,,20.6,,39.60,,,,,,,,-,,13759.7,,363.6,,2.64,,62.458,ppt,62.458,ppt,2.49,,-,,9665.7,,51.4,,0.53,,44.951,ppt,44.951,ppt,0.49,,-,,74215.5,,6559.0,,8.84,,320.978,ppt,320.978,ppt,8.74,,-,,2239.9,,90.4,,4.04,,13.197,ppt,13.197,ppt,2.93,,-,,217.7,,28.4,,13.04,,4.549,ppt,4.549,ppt,2.67,,-,,903.4,,62.1,,6.87,,7.482,ppt,7.482,ppt,3.55,,-,,4287.2,,74.5,,1.74,,21.951,ppt,21.951,ppt,1.45,,-,,1814.8,,21.2,,1.17,,11.379,ppt,11.379,ppt,0.80,,-,,34.7,,5.9,,16.97,,,,,,,,-,,40.1,,17.5,,43.55,,3.864,ppt,3.864,ppt,1.93,,-,,290.3,,42.6,,14.66,,4.934,ppt,4.934,ppt,3.69,,-,,364.4,,37.2,,10.21,,5.251,ppt,5.251,ppt,3.03,,-,,2716.2,,8.7,,0.32,,15.308,ppt,15.308,ppt,0.24,,-,,18391.6,,8.9,,0.05,,82.339,ppt,82.339,ppt,0.05,,-,,4568.0,,85.1,,1.86,,23.227,ppt,23.227,ppt,1.57,,-,,9702.0,,149.0,,1.54,,45.180,ppt,45.180,ppt,1.41,,-,,41.1,,8.6,,21.02,,3.869,ppt,3.869,ppt,0.96,,-,,20.0,,0.0,,0.00,,,,,,,,-,,26.3,,19.4,,74.08,,3.868,ppt,3.868,ppt,2.15,,-,,37.3,,21.9,,58.54,,3.915,ppt,3.915,ppt,2.39,,-,,17260.0,,384.9,,2.23,,77.563,ppt,77.563,ppt,2.12,,-,,5823.3,,69.1,,1.19,,28.657,ppt,28.657,ppt,1.03,,-,,24304.8,,601.7,,2.48,,107.688,ppt,107.688,ppt,2.39,,-,,12216.8,,232.4,,1.90,,55.997,ppt,55.997,ppt,1.77,,-,,6499.1,,138.3,,2.13,,31.547,ppt,31.547,ppt,1.87,,-,,9880.1,,49.7,,0.50,,46.005,ppt,46.005,ppt,0.46,,
Yb172(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,275.4,,28.2,,10.25,,,,,,,,-,,761.8,,159.4,,20.93,,,,,,,,-,,2140.8,,67.4,,3.15,,,,,,,,-,,6153.0,,223.3,,3.63,,,,,,,,-,,19657.6,,117.1,,0.60,,,,,,,,-,,57063.3,,778.7,,1.36,,,,,,,,-,,13.4,,1.3,,9.43,,,,,,,,-,,25487.1,,97.5,,0.38,,466.504,ppt,466.504,ppt,0.38,,-,,17005.2,,173.8,,1.02,,312.557,ppt,312.557,ppt,1.01,,-,,139329.6,,10173.3,,7.30,,2532.742,ppt,2532.742,ppt,7.29,,-,,4408.9,,33.7,,0.76,,83.935,ppt,83.935,ppt,0.73,,-,,452.1,,44.4,,9.82,,12.120,ppt,12.120,ppt,6.65,,-,,1869.9,,177.4,,9.49,,37.853,ppt,37.853,ppt,8.51,,-,,7957.5,,115.4,,1.45,,148.343,ppt,148.343,ppt,1.41,,-,,3128.7,,81.6,,2.61,,60.700,ppt,60.700,ppt,2.44,,-,,5.6,,0.9,,15.71,,,,,,,,-,,3.6,,5.1,,141.42,,4.119,ppt,4.119,ppt,2.23,,-,,517.3,,58.6,,11.32,,13.444,ppt,13.444,ppt,7.91,,-,,638.9,,17.7,,2.77,,15.651,ppt,15.651,ppt,2.05,,-,,5631.4,,166.7,,2.96,,106.264,ppt,106.264,ppt,2.85,,-,,33067.4,,147.4,,0.45,,604.228,ppt,604.228,ppt,0.44,,-,,7800.8,,70.9,,0.91,,145.638,ppt,145.638,ppt,0.88,,-,,19618.9,,438.3,,2.23,,360.137,ppt,360.137,ppt,2.21,,-,,7.8,,2.2,,28.28,,4.196,ppt,4.196,ppt,0.96,,-,,3.1,,4.4,,141.42,,,,,,,,-,,2.8,,3.9,,141.42,,4.150,ppt,4.150,ppt,1.72,,-,,1.6,,2.2,,141.42,,4.128,ppt,4.128,ppt,0.97,,-,,31786.6,,90.5,,0.28,,581.026,ppt,581.026,ppt,0.28,,-,,9672.0,,99.4,,1.03,,179.646,ppt,179.646,ppt,1.00,,-,,46996.1,,707.3,,1.51,,857.077,ppt,857.077,ppt,1.50,,-,,23618.3,,894.5,,3.79,,432.771,ppt,432.771,ppt,3.75,,-,,11996.0,,140.1,,1.17,,221.827,ppt,221.827,ppt,1.15,,-,,21526.2,,583.8,,2.71,,394.800,ppt,394.800,ppt,2.68,,
Yb173(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,198.8,,1.8,,0.91,,,,,,,,-,,583.6,,17.8,,3.05,,,,,,,,-,,1645.5,,143.6,,8.73,,,,,,,,-,,4516.6,,54.9,,1.22,,,,,,,,-,,14883.8,,165.0,,1.11,,,,,,,,-,,42538.4,,579.1,,1.36,,,,,,,,-,,4.3,,1.7,,39.60,,,,,,,,-,,19056.6,,37.2,,0.20,,467.006,ppt,467.006,ppt,0.19,,-,,12717.3,,276.7,,2.18,,312.765,ppt,312.765,ppt,2.15,,-,,103772.0,,8099.2,,7.80,,2528.210,ppt,2528.210,ppt,7.79,,-,,3198.8,,74.5,,2.33,,81.172,ppt,81.172,ppt,2.23,,-,,333.0,,32.0,,9.61,,11.444,ppt,11.444,ppt,6.80,,-,,1436.2,,17.8,,1.24,,38.285,ppt,38.285,ppt,1.13,,-,,5954.8,,53.1,,0.89,,148.228,ppt,148.228,ppt,0.87,,-,,2379.0,,42.6,,1.79,,61.224,ppt,61.224,ppt,1.69,,-,,3.9,,0.4,,10.88,,,,,,,,-,,0.0,,0.0,,,not def.,3.353,ppt,3.353,ppt,0.00,,-,,388.1,,3.5,,0.89,,12.797,ppt,12.797,ppt,0.66,,-,,528.6,,14.1,,2.67,,16.215,ppt,16.215,ppt,2.12,,-,,4020.1,,150.8,,3.75,,101.165,ppt,101.165,ppt,3.63,,-,,24865.8,,429.5,,1.73,,608.362,ppt,608.362,ppt,1.72,,-,,5826.9,,173.9,,2.99,,145.128,ppt,145.128,ppt,2.92,,-,,14827.3,,70.9,,0.48,,364.113,ppt,364.113,ppt,0.47,,-,,13.1,,6.7,,51.43,,3.671,ppt,3.671,ppt,4.46,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2.1,,2.9,,141.42,,3.497,ppt,3.497,ppt,2.05,,-,,0.0,,0.0,,,not def.,3.447,ppt,3.447,ppt,0.00,,-,,23888.1,,83.4,,0.35,,584.667,ppt,584.667,ppt,0.35,,-,,7375.6,,87.0,,1.18,,182.901,ppt,182.901,ppt,1.16,,-,,35597.7,,351.6,,0.99,,869.570,ppt,869.570,ppt,0.98,,-,,17720.4,,198.7,,1.12,,434.600,ppt,434.600,ppt,1.11,,-,,8741.4,,70.9,,0.81,,216.132,ppt,216.132,ppt,0.80,,-,,16316.5,,111.8,,0.68,,400.442,ppt,400.442,ppt,0.68,,
